stock_line_id,warehouse,article,article_norm,name,qty_in_move,cost_rub,unit_cost_rub,source_file,source_file_id,so_t
STK-1,Aldo Coppola (Основное подразделение),0-1984F,0-1984F,"Футболка женская, черная с принтом ""цветные капли"", из хлопка",1.0,3050.0,3050.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-2,Aldo Coppola (Основное подразделение),0-2032N/1,0-2032N/1,"Рубашка женская, голубая с принтом ""девочки"", из вискозы",1.0,10121.0,10121.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-3,Aldo Coppola (Основное подразделение),0-2032N/3,0-2032N/3,"Рубашка женская, розовая с принтом ""девочки"", из вискозы",1.0,10121.0,10121.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-4,Aldo Coppola (Основное подразделение),0-2037N/1,0-2037N/1,"Брюки женские, голубые с принтом ""девочки"", из вискозы",1.0,6189.0,6189.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-5,Aldo Coppola (Основное подразделение),0-2037N/3,0-2037N/3,"Брюки женские, розовые с принтом ""девочки"", из вискозы",1.0,6189.0,6189.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-6,Aldo Coppola (Основное подразделение),0-2053,0-2053,"Платье женское, черное с принтом ""цветные капли"", из батиста, декорировано тесьмой",1.0,13367.32,13367.32,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-7,Aldo Coppola (Основное подразделение),0-2244/1,0-2244/1,"Рубашка женская, черная с принтом ""девочки"", из шелка",1.0,14213.0,14213.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-8,Aldo Coppola (Основное подразделение),0-2245/1,0-2245/1,"Брюки женские, черные с принтом ""девочки"", из шелка",1.0,8632.0,8632.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-9,Aldo Coppola (Основное подразделение),0-2404,0-2404,"Платье женское, черное, с принтом ""девочки"", из шелка, на тонких бретелях",1.0,8020.0,8020.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-10,Aldo Coppola (Основное подразделение),0-2431B/1,0-2431B/1,"Шорты женские, розовые с принтом ""цветы, грибы"", из хлопка",1.0,1424.0,1424.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-11,Aldo Coppola (Основное подразделение),0-2431B/4,0-2431B/4,"Шорты женские, черные с принтом ""цветы, грибы"", из хлопка",1.0,2766.0,2766.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-12,Aldo Coppola (Основное подразделение),0-2460A,0-2460A,"Блуза женская, розовая, из батиста, декорирована расшивкой кристаллами по воротнику",1.0,12319.0,12319.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-13,Aldo Coppola (Основное подразделение),0-2460A/3,0-2460A/3,"Блуза женская, черная, из батиста, декорирована расшивкой кристаллами по воротнику",1.0,12319.0,12319.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-14,Aldo Coppola (Основное подразделение),0-2480,0-2480,"Блуза женская, белая с принтом ""оранжевые Y"", из шёлка, с отделкой ""лампас""",1.0,14149.6,14149.6,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-15,Aldo Coppola (Основное подразделение),0-2480D,0-2480D,"Блуза женская, красная с принтом ""цветы и грибы"", из батиста, с отделкой ""Лампас""",1.0,10121.0,10121.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-16,Aldo Coppola (Основное подразделение),0-2480С/2,0-2480С/2,"Блуза женская, розовая с принтом ""цветы и грибы"", из батиста, с отделкой ""Лампас""",1.0,10121.0,10121.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-17,Aldo Coppola (Основное подразделение),0-2481B,0-2481B,"Брюки женские, белые с принтом ""оранжевые Y"", из шёлка, с оранжевым кантом",1.0,13734.68,13734.68,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-18,Aldo Coppola (Основное подразделение),0-2481E,0-2481E,"Брюки женские, розовые с принтом "" цветы и грибы"" из батиста, с отделкой ""Лампас""",1.0,5374.0,5374.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-19,Aldo Coppola (Основное подразделение),0-2481F,0-2481F,"Брюки женские, красные с принтом "" цветы и грибы"" из батиста, с отделкой ""Лампас""",1.0,5374.0,5374.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-20,Aldo Coppola (Основное подразделение),0-2485A,0-2485A,"Шорты женские, чёрные с принтом ""белые Y и девочки"", из батиста, с отделкой ""лампас"" по низу",1.0,2447.34,2447.34,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-21,Aldo Coppola (Основное подразделение),0-2493,0-2493,"Платье женское, белое с принтом ""оранжево-черные Y"", из батиста, с широкими бретелями-завязками",1.0,11961.52,11961.52,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-22,Aldo Coppola (Основное подразделение),0-2494,0-2494,"Платье женское, белое с принтом ""оранжево-черные Y"", из батиста, с поясом",2.0,25272.42,12636.21,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-23,Aldo Coppola (Основное подразделение),0-2496,0-2496,"Платье женское, белое с принтом ""черные Y и девочки"", из батиста, с открытыми плечами",2.0,24718.54,12359.27,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-24,Aldo Coppola (Основное подразделение),0-2523,0-2523,"Брюки женские, белые с принтом ""голубые цветы"", из батиста",1.0,5374.0,5374.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-25,Aldo Coppola (Основное подразделение),0-2524,0-2524,"Рубашка женская, белая с принтом ""голубые цветы"", из батиста, с рукавом ""кимоно""",2.0,19860.0,9930.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-26,Aldo Coppola (Основное подразделение),0-2527,0-2527,"Шорты женские, белые с принтом ""синие цветы"", из батиста",1.0,4539.0,4539.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-27,Aldo Coppola (Основное подразделение),0-2532,0-2532,"Блуза женская, белая с принтом ""голубые цветы"", из батиста",1.0,11000.0,11000.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-28,Aldo Coppola (Основное подразделение),0-2533,0-2533,"Брюки женские, белые с принтом ""голубые цветы"", из батиста, зауженые к низу",1.0,5374.0,5374.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-29,Aldo Coppola (Основное подразделение),0-2536,0-2536,"Платье женское, белое с принтом ""голубые цветы"", из батиста",1.0,15970.0,15970.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-30,Aldo Coppola (Основное подразделение),0-2545,0-2545,"Футболка женская, цвета фуксия с принтом ""грибы"", из трикотажа",1.0,2360.0,2360.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-31,Aldo Coppola (Основное подразделение),0-2545/2,0-2545/2,"Футболка женская, белая с принтом ""грибы"", из трикотажа",1.0,2360.0,2360.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-32,Aldo Coppola (Основное подразделение),0-2545/3,0-2545/3,"Футболка женская, розовая с принтом ""грибы"", из трикотажа",1.0,2360.0,2360.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-33,Aldo Coppola (Основное подразделение),0-2545A,0-2545A,"Футболка женская, белая с принтом ""грибы"" по горловине, из трикотажа",1.0,2360.0,2360.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-34,Aldo Coppola (Основное подразделение),0-2549,0-2549,"Блуза женская, зеленая с принтом ""девочки, грибы, цветы"", из шелка, декорирована контрастной тесьмой",1.0,12978.0,12978.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-35,Aldo Coppola (Основное подразделение),0-2549/1,0-2549/1,"Блуза женская, розовая с принтом ""девочки, грибы, цветы"", из шелка, декорирована контрастной тесьмой",1.0,12978.0,12978.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-36,Aldo Coppola (Основное подразделение),0-2550,0-2550,"Брюки женские, зеленые с принтом ""девочки, грибы, цветы"", из шелка, с отделкой ""лампас""",1.0,8730.0,8730.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-37,Aldo Coppola (Основное подразделение),0-2550/1,0-2550/1,"Брюки женские, розовые с принтом ""девочки, грибы, цветы"", из шелка, с отделкой ""лампас""",1.0,8730.0,8730.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-38,Aldo Coppola (Основное подразделение),0-2554A/2,0-2554A/2,"Платье-кафтан женское, черное, из шелка, декорировано тесьмой ""YANINA""",1.0,10428.0,10428.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-39,Aldo Coppola (Основное подразделение),0-2554А,0-2554А,"Платье-кафтан женское, черное, из хлопка, декорировано тесьмой ""YANINA""",1.0,8555.0,8555.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-40,Aldo Coppola (Основное подразделение),0-2566,0-2566,"Платье-рубашка женское, белое, из батиста, с принтом ""черные Y и грибы"" с надписью ""YANINA""",1.0,13650.0,13650.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-41,Aldo Coppola (Основное подразделение),0-2567A,0-2567A,"Платье-рубашка женское, белое, из батиста, с принтом ""черные Y и грибы""",1.0,13650.0,13650.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-42,Aldo Coppola (Основное подразделение),0-2572,0-2572,"Блуза женская, черная с принтом ""Y"", из батиста, декорирована контрастной тесьмой",3.0,28059.0,9353.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-43,Aldo Coppola (Основное подразделение),0-2573,0-2573,"Шорты женские, черные с принтом ""Y"", из батиста, декорированы контрастной тесьмой",1.0,2748.0,2748.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-44,Aldo Coppola (Основное подразделение),0-2655,0-2655,Косметичка пляжная,14.0,44800.0,3200.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-45,Aldo Coppola (Основное подразделение),0-2655A,0-2655A,"Сумка-тоут  женская, черная, с принтом ""YANINA""",4.0,20800.0,5200.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-46,Aldo Coppola (Основное подразделение),0-321,0-321,"Брюки женские, белые, из хлопка, зауженные к низу",1.0,3862.0,3862.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-47,Aldo Coppola (Основное подразделение),T-2401B/3,T-2401B/3,"Брюки женские, белые с принтом ""оранжевые ""Y"", из шелка",1.0,11519.08,11519.08,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-48,Aldo Coppola (Основное подразделение),T-2420A/3,T-2420A/3,"Блуза женская, белая с принтом ""оранжевые ""Y"", из шелка,  с отделкой черным кантом",1.0,15437.52,15437.52,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-49,Aldo Coppola (Основное подразделение),T-2573A/1,T-2573A/1,"Шорты женские, белые с принтом ""оранжевые Y"", из шелка, с отделкой ""лампас""",1.0,7436.24,7436.24,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-50,ДЕМИ (Основное подразделение),0-136,0-136,"Блуза женская, белая, из трикотажа, с декором из сетки по горловине",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-51,ДЕМИ (Основное подразделение),0-1498,0-1498,"Свитшот женский, белый, из футера, с черным лого YANINA",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-52,ДЕМИ (Основное подразделение),0-321,0-321,"Брюки женские, белые, из хлопка, зауженные к низу",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-53,ДЕМИ (Основное подразделение),FW17-248,FW17-248,"Платье женское, коричневое, из шерсти средней длины",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-54,ДЕМИ (Основное подразделение),ДК190,ДК190,"Платье женское, синее, из кружева, приталенного силуэта с пышными рукавами из шифона",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-55,ДЕМИ (Основное подразделение),0-1178,0-1178,"Пальто-халат женское, черное, из бархата, длинное, с поясом",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-56,ДЕМИ (Основное подразделение),0-1187D,0-1187D,"Блуза женская, черная в белый горох, из шелка, с отделкой белым кантом",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-57,ДЕМИ (Основное подразделение),0-1187E,0-1187E,"Брюки женские, черные, из шелка, с белым кантом",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-58,ДЕМИ (Основное подразделение),0-1237,0-1237,"Платье женское, черное, из крепа, с объемным ярусом по низу",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-59,ДЕМИ (Основное подразделение),0-1355А,0-1355А,"Юбка женская, розовая, из шелка, декорирована пайетками",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-60,ДЕМИ (Основное подразделение),0-1379,0-1379,"Юбка женская, черная, из бархата, декорирована вставкой из кружева и помпонами",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-61,ДЕМИ (Основное подразделение),0-1416,0-1416,"Брюки женские, черные, из стрейч бархата, с шелковым лампасом",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-62,ДЕМИ (Основное подразделение),0-1418,0-1418,"Свитшот женский, черный, из бархата, с декоративными элементами на рукавах",,7546.0,7546.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-63,ДЕМИ (Основное подразделение),0-1442,0-1442,"Юбка женская, черная, из фатина, с принтом ""горошек""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-64,ДЕМИ (Основное подразделение),0-1487,0-1487,"Юбка женская, темно-серая, из пайеточной ткани",,-1146.0,-1146.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-65,ДЕМИ (Основное подразделение),0-1487А,0-1487А,"Юбка женская, золотистая, из пайеточной ткани",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-66,ДЕМИ (Основное подразделение),0-1491,0-1491,"Платье женское, серое, из кружевной ткани, с контрастной расшивкой по лифу",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-67,ДЕМИ (Основное подразделение),0-1511,0-1511,"Юбка женская, белая, из фатина, с вышивкой ""Yanina, love, joy""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-68,ДЕМИ (Основное подразделение),0-1522,0-1522,"Юбка женская, белая, из фатина, с принтом ""горошек""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-69,ДЕМИ (Основное подразделение),0-1665,0-1665,"Платье женское, черное, из пайеточной ткани, короткое, приталенное",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-70,ДЕМИ (Основное подразделение),0-1672С,0-1672С,"Рубашка женская, белая, из хлопка, с вышивкой по планке и манжетам",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-71,ДЕМИ (Основное подразделение),0-1868A,0-1868A,"Рубашка женская, черная с принтом "" белая Y"", из шелка, с рукавом ""кимоно""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-72,ДЕМИ (Основное подразделение),0-1871,0-1871,"Юбка женская, бежевая, из фатина, с принтом ""листья""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-73,ДЕМИ (Основное подразделение),0-1871Д,0-1871Д,"Юбка женская, розовая, из фатина, с принтом ""листья""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-74,ДЕМИ (Основное подразделение),0-1876,0-1876,"Платье женское, черное, из стрейч бархата, с белым кружевным воротником, приталенное",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-75,ДЕМИ (Основное подразделение),0-1899,0-1899,"Брюки женские, черные, из футера, с поясом ""рибана""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-76,ДЕМИ (Основное подразделение),0-1949,0-1949,"Платье женское, черное, из бархата, с декором ""Цветы"" на рукавах",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-77,ДЕМИ (Основное подразделение),0-1951,0-1951,"Платье женское, черное в горох, из атласа, по лифу вставка из белого кружева",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-78,ДЕМИ (Основное подразделение),0-1962,0-1962,"Платье женское, фиолетово-черное, из пайеточной ткани, с декоративной съемной деталью",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-79,ДЕМИ (Основное подразделение),0-1976,0-1976,"Платье женское, черное, из кружевной ткани и фатина, декорировано по горловине вышитыми цветами",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-80,ДЕМИ (Основное подразделение),0-2029,0-2029,"Шорты женские, черные с принтом ""белые Y"", из шелка, с отделкой ""лампас""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-81,ДЕМИ (Основное подразделение),0-2121,0-2121,"Юбка женская, бежевая с принтом ""девочки"", из хлопка, со складками",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-82,ДЕМИ (Основное подразделение),0-2121А,0-2121А,"Юбка женская, серая с принтом ""девочки"", из хлопка, со складками по правой стороне",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-83,ДЕМИ (Основное подразделение),0-2122,0-2122,"Платье женское, черное с принтом ""девочки"", из шелка, со съемным поясом",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-84,ДЕМИ (Основное подразделение),0-2122A,0-2122A,"Платье женское, черное, из крепа, с белым воротником и белой отделкой по борту",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-85,ДЕМИ (Основное подразделение),0-2122B,0-2122B,"Платье женское, серое с принтом ""девочки"", из шелка, со съемным поясом",,20905.0,20905.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-86,ДЕМИ (Основное подразделение),0-2144,0-2144,"Платье женское, черное, из фатина, с геометричным принтом, c накидкой ""балеро"" из органзы",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-87,ДЕМИ (Основное подразделение),0-2152А,0-2152А,"Платье женское, черное, из джерси, декорировано черным принтом и жемчугом",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-88,ДЕМИ (Основное подразделение),0-2312,0-2312,"Платье женское, черное, из джерси, с белым воротником и манжетами",,0.04,0.04,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-89,ДЕМИ (Основное подразделение),0-2320А,0-2320А,"Юбка женская, белая, из фатина, с декором принт ""черные камешки""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-90,ДЕМИ (Основное подразделение),0-2352,0-2352,"Пальто женское, коричневое, из пальтовой ткани, декорировано бахромой",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-91,ДЕМИ (Основное подразделение),0-2353,0-2353,"Юбка женская, коричневая, из пальтовой ткани, с отделкой бахромой по низу юбки",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-92,ДЕМИ (Основное подразделение),0-2359,0-2359,"Свитшот женский, черный, из футера, с декором принт ""сердце, Yanina""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-93,ДЕМИ (Основное подразделение),0-2359A,0-2359A,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-94,ДЕМИ (Основное подразделение),0-2362,0-2362,"Юбка женская, коричневая, из шерсти, со складками и отделкой из коричневой тафты по борту",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-95,ДЕМИ (Основное подразделение),0-2393,0-2393,"Платье женское, черное, из шелка, с бахромой и кокеткой расшитой бисером",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-96,ДЕМИ (Основное подразделение),0-2421,0-2421,"Платье женское, розовое, из шелкового бархата, с воротником и манжетами из пайеток",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-97,ДЕМИ (Основное подразделение),0-2431B,0-2431B,"Шорты женские, черные, из футера",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-98,ДЕМИ (Основное подразделение),0-2455,0-2455,"Юбка женская, черная, из фатина, с вышивкой ""Дерево, птицы, Yanina""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-99,ДЕМИ (Основное подразделение),0-2455А,0-2455А,"Юбка женская, черная, из фатина, с декором принт ""дерево, птицы, Yanina""",,11948.0,11948.0,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-100,ДЕМИ (Основное подразделение),0-2458,0-2458,"Блуза-боди женская, черная, из стрейч бархата, с белым воротником",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-101,ДЕМИ (Основное подразделение),0-2459А,0-2459А,"Юбка женская, белая, из фатина, с декором принт ""птицы""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-102,ДЕМИ (Основное подразделение),0-2467,0-2467,"Платье женское, черное, из бархата, со съемным воротником с бантом, с расшивкой белыми бусинами",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-103,ДЕМИ (Основное подразделение),0-2470,0-2470,"Юбка женская, черная, из футера, с декором принт ""дерево, Yanina"", с отделкой ""лампас""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-104,ДЕМИ (Основное подразделение),0-2472,0-2472,"Брюки женские, черные, из футера, с декором принт ""дерево, Yanina"", отделкой ""лампас""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-105,ДЕМИ (Основное подразделение),0-2480B,0-2480B,"Блуза женская, белая с принтом ""оранжевые Y"", из батиста, с отделкой ""лампас""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-106,ДЕМИ (Основное подразделение),0-2481D,0-2481D,"Брюки женские, белые с принтом ""оранжево-черные Y"", из батиста, с оранжевым кантом",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-107,ДЕМИ (Основное подразделение),0-2488,0-2488,"Брюки женские, синие с принтом ""белые Y и грибочки"", из денима",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-108,ДЕМИ (Основное подразделение),0-2490,0-2490,"Юбка женская, синяя с принтом ""белые Y и грибочки"", из денима",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-109,ДЕМИ (Основное подразделение),0-2498,0-2498,"Платье женское, розовое с принтом ""пион"", из штапеля, без рукавов",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-110,ДЕМИ (Основное подразделение),0-2515,0-2515,"Пальто женское, розовое, из костюмной ткани ""Шанель"", декорировано тесьмой по низу рукава",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-111,ДЕМИ (Основное подразделение),0-2516,0-2516,"Платье женское, черное, из костюмной ткани ""шанель"" и шифона, декорировано тесьмой",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-112,ДЕМИ (Основное подразделение),0-2517,0-2517,"Юбка женская, черная, из фатина, с декором принт ""белая Y""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-113,ДЕМИ (Основное подразделение),0-2589,0-2589,"Платье женское, черное, из хлопкового кружева, с вышивкой ""Цветы""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-114,ДЕМИ (Основное подразделение),0-2658A,0-2658A,"Платье женское, серебро, из паейток, с аппликацией ""Цветок""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-115,ДЕМИ (Основное подразделение),0-2671,0-2671,"Блуза женская, черная, из шифона, с кружевом",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-116,ДЕМИ (Основное подразделение),0-2679,0-2679,"Жакет женский, черный, из джерси, декорирован отлетными деталями",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-117,ДЕМИ (Основное подразделение),0-2680,0-2680,"Брюки женские, черные, из джерси, со стрелками, расклешенные к низу",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-118,ДЕМИ (Основное подразделение),0-2715,0-2715,"Жакет женский, черный, из шерсти, с аппликационной вышивкой ""Листья"", с баской",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-119,ДЕМИ (Основное подразделение),0-2716,0-2716,"Юбка женская, черная, из шерсти, с аппликационной вышивкой ""Листья""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-120,ДЕМИ (Основное подразделение),0-2717,0-2717,"Жакет женский, коричневый, из шерсти, с аппликационной вышивкой ""Листья""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-121,ДЕМИ (Основное подразделение),0-2718,0-2718,"Брюки женские, коричневые, из шерсти, со стрелками, расклешенные к низу",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-122,ДЕМИ (Основное подразделение),0-2721,0-2721,"Платье женское, бежевое, из шифона, длинное",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-123,ДЕМИ (Основное подразделение),0-2816,0-2816,"Платье женское, черное, из бархата хлопчатобумажного, с декором ""Бант с цветком""",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-124,ДЕМИ (Основное подразделение),0-2828,0-2828,"Платье женское, черное, из крепа, с лифом из сетки, с кружевным декором",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-125,ДЕМИ (Основное подразделение),0-3073C,0-3073C,"Свитшот женский, голубой, с декором принт ""MY YANINA COUTURE"", с коротким рукавом",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-126,ДЕМИ (Основное подразделение),T-2401B/6,T-2401B/6,"Брюки женские, белые с принтом ""черные балерины"", из шелка, с отделкой черным кантом",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-127,ДЕМИ (Основное подразделение),T-2420A/1,T-2420A/1,"Блуза женская, белая с принтом ""черные балерины"", из шелка, с отделкой черным кантом",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-128,ДЕМИ (Основное подразделение),T-2475B/1,T-2475B/1,"Рубашка женская свободного силуэта, белая, из батиста, с вышивкой YC на кармане",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-129,ДЕМИ (Основное подразделение),T-2475B/3,T-2475B/3,"Рубашка женская свободного силуэта, синяя, из батиста, с вышивкой YC на кармане",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
STK-130,ДЕМИ (Основное подразделение),T-2495A,T-2495A,"Платье женское, синее с принтом ""белые Y и девочки"", из шелкового шифона",,,,Движение товаров с себестоимостью.xlsx,SRC-CF84AB121369,N
