stock_wh_id,article_raw,canonical_sku,name,warehouse,qty_end,source_file_id,source_row_id
SW-4ff29b9262378cd3,0-3078,0-3078,"Юбка женская, черная, из кружева",Склад ИМ (Основное подразделение),2.0,FILE-098,r5102
SW-905437b67cdd30cc,0-3094,0-3094,"Чокер женский, с серебряными стразами, широкий",Склад ИМ (Основное подразделение),1.0,FILE-098,r5142
SW-400efe51496e97f6,0-3182,0-3182,"Свитшот женский, серый из футера, с вышивкой ""Ришелье""",Склад ИМ (Основное подразделение),1.0,FILE-098,r5149
SW-f8ee56dec94e2d7c,0-3183,0-3183,"Юбка женская, серая, из футера, с вышивкой ""Ришелье""",Склад ИМ (Основное подразделение),1.0,FILE-098,r5162
SW-3a6328b0b72eaa04,0-3184,0-3184,"Бомбер женский, синий, из стрейч бархата, с вышивкой ""YANINA""",Склад ИМ (Основное подразделение),1.0,FILE-098,r5175
SW-984b300bfb9edb82,0-3208A,0-3208A,"Свитшот женский, черный, из бархата, с декоративными оборками из кружева на рукавах",Подарки (Основное подразделение),2.0,FILE-098,r5188
SW-4944260516602bca,0-3208A,0-3208A,"Свитшот женский, черный, из бархата, с декоративными оборками из кружева на рукавах",Склад ИМ (Основное подразделение),1.0,FILE-098,r5188
SW-2185d5b31b9ab396,0-3208B,0-3208B,"Свитшот женский, коричневый, из бархата, с декоративными оборками на рукавах",Подарки (Основное подразделение),1.0,FILE-098,r5204
SW-4322484c442de77e,0-3209A,0-3209A,"Брюки женские, черные, из бархата, с шелковым лампасом, прямого кроя",Подарки (Основное подразделение),1.0,FILE-098,r5224
SW-8602124b98536e05,0-3209A,0-3209A,"Брюки женские, черные, из бархата, с шелковым лампасом, прямого кроя",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r5224
SW-077731e7795349ce,0-3209A,0-3209A,"Брюки женские, черные, из бархата, с шелковым лампасом, прямого кроя",Склад ИМ (Основное подразделение),2.0,FILE-098,r5224
SW-f81ec43b039ba238,0-3209B,0-3209B,"Брюки женские, коричневые, из бархата, с шелковыи лампасом, прямого кроя",Подарки (Основное подразделение),1.0,FILE-098,r5237
SW-f071ec4c14ee1d77,0-321,0-321,"Брюки женские, белые, из хлопка, зауженные к низу",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r5266
SW-b8e72f7a84f82f2e,0-3210,0-3210,"Платье женское, белое, из хлопка ""шитье"", с поясом",Склад ИМ (Основное подразделение),1.0,FILE-098,r5269
SW-d6b8d0fbc2920528,0-3221/1,0-3221,"Футболка женская, белая, из трикотажа, с декором принт ""Горох""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r5274
SW-2bea8cc4969fcb33,0-3221/1,0-3221,"Футболка женская, белая, из трикотажа, с декором принт ""Горох""",Склад ИМ (Основное подразделение),3.0,FILE-098,r5274
SW-fd5c849c4291eba8,0-3221/4,0-3221,"Футболка женская, розовая, из трикотажа, с декором принт ""Горох""",Склад ИМ (Основное подразделение),1.0,FILE-098,r5283
SW-353cedc0a078ac71,0-3221A/1,0-3221A,"Футболка женская, белая, из трикотажа, с декором принт ""My real job""",Подарки (Основное подразделение),2.0,FILE-098,r5296
SW-507d12c74e89c75d,0-3221A/1,0-3221A,"Футболка женская, белая, из трикотажа, с декором принт ""My real job""",Склад ИМ (Основное подразделение),3.0,FILE-098,r5296
SW-44d530173bbbf79a,0-3221B/1,0-3221B,"Футботка женская, белая, из трикотажа, с декором принт ""Couture""",Подарки (Основное подразделение),1.0,FILE-098,r5304
SW-eb0e228b473a88ef,0-3221B/1,0-3221B,"Футботка женская, белая, из трикотажа, с декором принт ""Couture""",Склад ИМ (Основное подразделение),2.0,FILE-098,r5304
SW-19049b1c58aca495,0-3221C/3,0-3221C,"Футболка женская, голубая, из трикотажа, с декором принт ""Папайя""",Подарки (Основное подразделение),3.0,FILE-098,r5313
SW-448230206501e4a0,0-3221D/1,0-3221D,"Футболка женская, белая, из трикотажа, с декором принт ""Арбуз""",Подарки (Основное подразделение),1.0,FILE-098,r5324
SW-167d2fdbe9a792dc,0-3221D/1,0-3221D,"Футболка женская, белая, из трикотажа, с декором принт ""Арбуз""",Салон (Лена М.) (Основное подразделение),2.0,FILE-098,r5324
SW-e5aaa02382fea5d5,0-3221D/1,0-3221D,"Футболка женская, белая, из трикотажа, с декором принт ""Арбуз""",Склад ИМ (Основное подразделение),1.0,FILE-098,r5324
SW-afaaf763494d9f1b,0-3221D/2,0-3221D,"Футболка женская, зеленая, из трикотажа, с декором принт ""Арбуз""",Склад ИМ (Основное подразделение),1.0,FILE-098,r5332
SW-047514970e53fdff,0-3221D/3,0-3221D,"Футболка женская, голубая, из трикотажа, с декором принт ""Арбуз""",Салон (Лена М.) (Основное подразделение),2.0,FILE-098,r5346
SW-b19d2772744f651f,0-3221D/3,0-3221D,"Футболка женская, голубая, из трикотажа, с декором принт ""Арбуз""",Склад ИМ (Основное подразделение),1.0,FILE-098,r5346
SW-7e34a7a6b41e4dde,0-3221С,0-3221C,"Футболка женская, черная, из трикотажа, с декором принт ""Папайя""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r5354
SW-f89d4a5be5d93798,0-3221С,0-3221C,"Футболка женская, черная, из трикотажа, с декором принт ""Папайя""",Склад ИМ (Основное подразделение),2.0,FILE-098,r5354
SW-d462c41bb4d161c3,0-3221С/1,0-3221C,"Футболка женская, белая, из трикотажа, с декором принт ""Папайя""",Склад ИМ (Основное подразделение),4.0,FILE-098,r5365
SW-a8bfb9b015462257,0-3238,0-3238,"Жакет женский, черный, из костюмной ткани ""шанель"", декорирован черной тесьмой",Подарки (Основное подразделение),1.0,FILE-098,r5370
SW-3e7cfa3137f86cea,0-3239,0-3239,"Шорты женские, черные, из костюмной ткани ""шанель""",Подарки (Основное подразделение),1.0,FILE-098,r5374
SW-7dfeec3d74466f09,0-3240,0-3240,"Юбка женская, черная, из сетки, с шелковым поясом, А-силуэт",Подарки (Основное подразделение),1.0,FILE-098,r5378
SW-a79677befcdb749a,0-3244,0-3244,"Юбка женская, черная, из костюмной ткани, расклешенная к низу",Склад ИМ (Основное подразделение),1.0,FILE-098,r5389
SW-940320db406f8520,0-3246A,0-3246A,"Брюки женские, черные, из дюшеса, со стрелками, без карманов",Склад ИМ (Основное подразделение),2.0,FILE-098,r5392
SW-64d9567a2752c565,0-3246B,0-3246B,"Брюки женские, черные, из шерсти, с отворотами по низу",Склад ИМ (Основное подразделение),1.0,FILE-098,r5395
SW-0fd4fa74b9416ffe,0-3248,0-3248,"Юбка женская, черная, из сетки, с боковым разрезом и шелковым поясом, А-силуэт",Склад ИМ (Основное подразделение),1.0,FILE-098,r5398
SW-ba10bb05dbd95788,0-3254,0-3254,"Платье женское, черное, из шелка, с декором ""буфы"", А-силуэт",Склад ИМ (Основное подразделение),1.0,FILE-098,r5401
SW-38ab75d23089d4e3,0-3255,0-3255,"Блуза женская, черная, из шелка, с объемным рукавом и аппликацией ""Цветы""",Склад ИМ (Основное подразделение),1.0,FILE-098,r5404
SW-a2246bc26dcc8872,0-3287,0-3287,"Дубленка женская, серая, из овчины, с вышивкой шнуром",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r5410
SW-0cefd38c9fbc8702,0-3290,0-3290,"Дубленка женская, черная, из овчины, с вышивкой ""Цветы"" на рукавах",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r5415
SW-f468e8e4d83ac3cb,0-3337,0-3337,"Блуза женская, черная, из органзы, с вышивкой ""YC"" на кармане",Склад ИМ (Основное подразделение),5.0,FILE-098,r5420
SW-700c51f4501eb673,0-3338,0-3338,"Блуза женская, белая, из кружева, прямого силуэта, без карманов",Склад ИМ (Основное подразделение),1.0,FILE-098,r5430
SW-041d64e64dc5966c,0-3338,0-3338,"Блуза женская, белая, из кружева, прямого силуэта, без карманов",Склад оптовых продаж (Основное подразделение),1.0,FILE-098,r5430
SW-c4c07f3d7930abde,0-3338A,0-3338A,"Блуза женская, черная, из кружева, прямого силуэта, без карманов",Склад ИМ (Основное подразделение),2.0,FILE-098,r5439
SW-8f99c93df7c82c0b,0-3338B,0-3338B,"Блуза женская, зеленая, из кружева, прямого силуэта, без карманов",Склад ИМ (Основное подразделение),1.0,FILE-098,r5442
SW-556a4ef27fbc84cc,0-3339,0-3339,"Платье женское, черное, из крепового шифона, с вышивкой из страз на воротнике",Склад ИМ (Основное подразделение),3.0,FILE-098,r5446
SW-ff0fc944a2302bc5,0-3340,0-3340,"Блуза женская, черная с принтом ""белые Y"", из шелка, с рукавами ""летучая мышь""",Склад ИМ (Основное подразделение),1.0,FILE-098,r5455
SW-674da80f5bc245fd,0-3341,0-3341,"Брюки женские, черные, из костюмной ткани, зауженные к низу",Склад ИМ (Основное подразделение),2.0,FILE-098,r5468
SW-6087644507e38826,0-3342,0-3342,"Брюки женские, черные, из костюмной ткани, прямые",Склад ИМ (Основное подразделение),5.0,FILE-098,r5475
SW-737beff7b38c603d,0-3342A,0-3342A,"Брюки женские, серые в полоску, из костюмной ткани, прямые",Склад ИМ (Основное подразделение),2.0,FILE-098,r5487
SW-3ac4d204e005a213,0-3346,0-3346,"Платье женское, черное, из стрейч-бархата, двубортное, с поясом",Склад ИМ (Основное подразделение),1.0,FILE-098,r5494
SW-b809b457952b3254,0-3347,0-3347,"Жакет женский, черный, из стрейч-бархата, с вышивкой ""Y"" на карманах и поясом",Склад ИМ (Основное подразделение),4.0,FILE-098,r5502
SW-4199b5573e03be79,0-3348,0-3348,"Брюки-палаццо женские, черные, из стрейч-бархата, с широким поясом",Склад ИМ (Основное подразделение),3.0,FILE-098,r5515
SW-71fe199dba2fe2e7,0-3348,0-3348,"Брюки-палаццо женские, черные, из стрейч-бархата, с широким поясом",Склад оптовых продаж (Основное подразделение),1.0,FILE-098,r5515
SW-dcfe0f89238f403c,0-3349,0-3349,"Брюки женские, черные, из крепа, широкие, со складками по талии",Склад ИМ (Основное подразделение),2.0,FILE-098,r5528
SW-2f8499270cb04c59,0-3350,0-3350,"Жакет женский, белый, из костюмной ткани ""шанель"", с черно-белой тесьмой и накладными карманами",Склад ИМ (Основное подразделение),1.0,FILE-098,r5538
SW-cd5523ef663e89b9,0-3351,0-3351,"Рубашка женская, белая, из хлопка, удлиненная со складками и вышивкой ""Yanina""",Склад ИМ (Основное подразделение),2.0,FILE-098,r5542
SW-38661f76c81a9b84,0-3352,0-3352,"Юбка женская, черная, из вискозы, расклешенная к низу",Склад ИМ (Основное подразделение),1.0,FILE-098,r5545
SW-317f6bdc88661179,0-3353,0-3353,"Жакет женский, черный, из вискозы, со съемным белым воротником",Склад ИМ (Основное подразделение),2.0,FILE-098,r5552
SW-46d516233e4a161c,0-3355,0-3355,"Блуза женская, белая с принтом ""черные листья"", из шифона, с объемными рукавами",Склад ИМ (Основное подразделение),1.0,FILE-098,r5555
SW-715f85217463e2c7,0-3355A,0-3355A,"Блуза женская, серая с принтом ""розовые листья"", из шифона, с объемными рукавами",Склад ИМ (Основное подразделение),1.0,FILE-098,r5565
SW-867aa6082d9a57c2,0-3357A,0-3357A,"Пальто женское, черное, из костюмной ткани, удлиненное, свободного силуэта",Склад ИМ (Основное подразделение),1.0,FILE-098,r5577
SW-7d323a736c0afc04,0-3358,0-3358,"Блуза женская, черная, из крепового шифона, с кокеткой из сетки с камнями",Склад ИМ (Основное подразделение),2.0,FILE-098,r5580
SW-a3f20eb8d4f70abc,0-3362,0-3362,"Блуза-топ женская, белая, из эко шелка, с вытачками",Склад ИМ (Основное подразделение),1.0,FILE-098,r5585
SW-561a333b4dfa2705,0-3363,0-3363,"Блуза-топ женская, черная, из эко-шелка, на тонких бретелях",Склад ИМ (Основное подразделение),1.0,FILE-098,r5589
SW-f2b1e7c6d739ad0e,0-3363A,0-3363A,"Блуза-топ женская, белая, из эко-шелка, на тонких бретелях",Склад ИМ (Основное подразделение),1.0,FILE-098,r5592
SW-fd69627bf3aedd91,0-3364A,0-3364A,"Брошь бежевая, из рафия, ""колосок""",Склад ИМ (Основное подразделение),1.0,FILE-098,r5603
SW-4682a0df5b6b6cea,0-3421,0-3421,"Пояс женский, черный, из стрейч бархата, с декором кисточка",Склад ИМ (Основное подразделение),1.0,FILE-098,r5616
SW-f61bef879b565d50,0-3422,0-3422,"Пояс женский, черный, из стрейч бархата, с декором бахрома",Склад ИМ (Основное подразделение),1.0,FILE-098,r5619
SW-9224f7639a3978ff,0-3430,0-3430,"Ободок черный, на металлической основе, декорирован бантом и сеткой",Склад ИМ (Основное подразделение),2.0,FILE-098,r5622
SW-155c3d9fe7ab9d26,0-3432,0-3432,"Свитшот женский, голубой, из футера",Склад ИМ (Основное подразделение),1.0,FILE-098,r5626
SW-431f055e1b4a1e9f,0-969,0-969,"Платье женское, зеленое, из шелка, с расшивкой пайетками по лифу",Склад ИМ (Основное подразделение),1.0,FILE-098,r5635
SW-3cb962cca7084c86,36-08Б,36-08Б,"Блуза-корсет женская, черный, из натуральной кожи",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r5641
SW-f7b23849b0b57234,SS1731,SS1731,"Брюки женские, черные, из шерсти, с отделкой ""лампас"" из шелка",Склад ИМ (Основное подразделение),1.0,FILE-098,r5663
SW-b5adae2ec5435134,T-1416,T-1416,"Брюки-джоггеры женские, черные, из стрейч бархата, с шелковым лампасом",Салон (Лена М.) (Основное подразделение),2.0,FILE-098,r5667
SW-6c1bb8b48501fcc2,T-1418,T-1418,"Свитшот женский, черный, из бархата, с декоративными оборками на рукавах",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r5685
SW-c1151d9089f9e6d0,T-1418,T-1418,"Свитшот женский, черный, из бархата, с декоративными оборками на рукавах",Склад ИМ (Основное подразделение),6.0,FILE-098,r5685
SW-e5869bdd01ea3e14,T-1672F,T-1672F,"Рубашка женская, белая, из хлопка, прямого кроя, с вышивкой по планке и манжетам",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r5709
SW-36470010c25f8f70,T-1672F,T-1672F,"Рубашка женская, белая, из хлопка, прямого кроя, с вышивкой по планке и манжетам",Склад ИМ (Основное подразделение),4.0,FILE-098,r5709
SW-7a57652fdfcc7796,T-1672F/1,T-1672F,"Рубашка женская, черная, из хлопка, прямого кроя, с вышивкой по планке и манжетам",Салон (Лена М.) (Основное подразделение),2.0,FILE-098,r5722
SW-e464b00ce51e9807,T-1672F/1,T-1672F,"Рубашка женская, черная, из хлопка, прямого кроя, с вышивкой по планке и манжетам",Склад ИМ (Основное подразделение),4.0,FILE-098,r5722
SW-1e44309bca9d9ce8,T-1960/1,T-1960,"Блуза женская, черная, из шифона, с воротником ""стойка"", переходящая в бант",Подарки (Основное подразделение),1.0,FILE-098,r5756
SW-16ae4821a6188a93,T-1960/1,T-1960,"Блуза женская, черная, из шифона, с воротником ""стойка"", переходящая в бант",Склад ИМ (Основное подразделение),1.0,FILE-098,r5756
SW-29ff7656de10c25c,T-2032C/3,T-2032C,"Блуза женская, зеленая с принтом ""капли"", из батиста",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r5776
SW-1b9b3a87600a4c46,T-2032C/3,T-2032C,"Блуза женская, зеленая с принтом ""капли"", из батиста",Склад ИМ (Основное подразделение),2.0,FILE-098,r5776
SW-ff6ad7db2787fe36,T-2037C/3,T-2037C,"Брюки-капри женские, зеленые с принтом ""капли"", из батиста",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r5798
SW-374e0cdc4912dfc0,T-2037C/3,T-2037C,"Брюки-капри женские, зеленые с принтом ""капли"", из батиста",Склад ИМ (Основное подразделение),4.0,FILE-098,r5798
SW-f10f3676c0130269,T-2050B/3,T-2050B,"Шорты женские, зеленые с принтом ""капли"", из батиста",Склад ИМ (Основное подразделение),2.0,FILE-098,r5823
SW-e0879a96dea7c921,T-2234A,T-2234A,"Платье женское, белое, изо льна, с ярусом по низу",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r5848
SW-ef1d4b82c56400f6,T-2251A/1,T-2251A,"Платье женское, белое с принтом ""черные Y и девочки"", из хлопка, с разрезами по бокам",Подарки (Основное подразделение),1.0,FILE-098,r5871
SW-0695bad6519ab2c6,T-2359,T-2359,"Свитшот женский, черный, из футера, с декором принт ""сердце, Yanina"", с белой обтачкой",Салон (Лена М.) (Основное подразделение),2.0,FILE-098,r5887
SW-2a506917517f998d,T-2359,T-2359,"Свитшот женский, черный, из футера, с декором принт ""сердце, Yanina"", с белой обтачкой",Склад ИМ (Основное подразделение),3.0,FILE-098,r5887
SW-cb007bb13b8b5507,T-2359A,T-2359A,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina"", с белой обтачкой",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r5902
SW-4c91be1a379bd40c,T-2381,T-2381,"Блуза-топ женская, черная, из шелка, на тонких бретельках",Склад ИМ (Основное подразделение),1.0,FILE-098,r5918
SW-64ef368d5f1eef51,T-2401B/3,T-2401B,"Брюки женские, белые с принтом ""оранжевые ""Y"", из шелка",Салон (Лена М.) (Основное подразделение),5.0,FILE-098,r5940
SW-2e54acb0b16a992c,T-2401B/6,T-2401B,"Брюки женские, белые с принтом ""черные балерины"", из шелка, с отделкой черным кантом",Салон (Лена М.) (Основное подразделение),6.0,FILE-098,r5959
SW-0cf39904b51b8dbe,T-2401B/7,T-2401B,"Брюки женские, черные с принтом ""белые балерины"", из шелка, с отделкой белым кантом",Склад ИМ (Основное подразделение),1.0,FILE-098,r5976
SW-413158ff8b81e34a,T-2420A/1,T-2420A,"Блуза женская, белая с принтом ""черные балерины"", из шелка, с отделкой черным кантом",Салон (Лена М.) (Основное подразделение),4.0,FILE-098,r5987
SW-572ec23c59fbae5c,T-2420A/3,T-2420A,"Блуза женская, белая с принтом ""оранжевые ""Y"", из шелка,  с отделкой черным кантом",Салон (Лена М.) (Основное подразделение),9.0,FILE-098,r6007
SW-b2b8b3d307cc9108,T-2470,T-2470,"Юбка женская, черная, из футера, с декором принт ""дерево, Yanina"", с отделкой ""лампас"" прямая",Склад ИМ (Основное подразделение),2.0,FILE-098,r6035
SW-fc9446e9b7281119,T-2475B/1,T-2475B,"Рубашка женская свободного силуэта, белая, из батиста, с вышивкой YC на кармане",Подарки (Основное подразделение),1.0,FILE-098,r6062
SW-6f0b850a9925570f,T-2475B/1,T-2475B,"Рубашка женская свободного силуэта, белая, из батиста, с вышивкой YC на кармане",Салон (Лена М.) (Основное подразделение),2.0,FILE-098,r6062
SW-0734cb241ce2cfd1,T-2475B/1,T-2475B,"Рубашка женская свободного силуэта, белая, из батиста, с вышивкой YC на кармане",Склад ИМ (Основное подразделение),3.0,FILE-098,r6062
SW-972a8c667babeb8b,T-2475B/3,T-2475B,"Рубашка женская свободного силуэта, синяя, из батиста, с вышивкой YC на кармане",Подарки (Основное подразделение),1.0,FILE-098,r6092
SW-0b9302e643603961,T-2475B/3,T-2475B,"Рубашка женская свободного силуэта, синяя, из батиста, с вышивкой YC на кармане",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r6092
SW-9b58a7b38d4049ae,T-2495A,T-2495A,"Платье женское, синее с принтом ""белые Y и девочки"", из шелкового шифона",Склад ИМ (Основное подразделение),1.0,FILE-098,r6115
SW-7fe5658b30dba600,T-2540/2,T-2540,"Блуза женская, голубая с принтом ""большие синие капли"", из шелка",Подарки (Основное подразделение),1.0,FILE-098,r6181
SW-296810406654eba8,T-2540/2,T-2540,"Блуза женская, голубая с принтом ""большие синие капли"", из шелка",Салон (Лена М.) (Основное подразделение),2.0,FILE-098,r6181
SW-6f694f9e29202954,T-2540/2,T-2540,"Блуза женская, голубая с принтом ""большие синие капли"", из шелка",Склад ИМ (Основное подразделение),1.0,FILE-098,r6181
SW-226a52d6dc8b75fb,T-2541/2,T-2541,"Брюки женские, голубые с принтом ""большие синие капли"", из шелка",Подарки (Основное подразделение),1.0,FILE-098,r6217
SW-e843e07222dc1211,T-2541/2,T-2541,"Брюки женские, голубые с принтом ""большие синие капли"", из шелка",Салон (Лена М.) (Основное подразделение),2.0,FILE-098,r6217
SW-ddb2c31420d39f48,T-2541/2,T-2541,"Брюки женские, голубые с принтом ""большие синие капли"", из шелка",Склад ИМ (Основное подразделение),1.0,FILE-098,r6217
SW-78a62546ad8aa46b,T-2541/2,T-2541,"Брюки женские, голубые с принтом ""большие синие капли"", из шелка",Склад оптовых продаж (Основное подразделение),1.0,FILE-098,r6217
SW-330a9d1f0170ba52,T-2546,T-2546,"Пальто-халат женское, черное с принтом ""пион"", из шелка",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r6240
SW-41ec60f9b1a9d963,T-2546,T-2546,"Пальто-халат женское, черное с принтом ""пион"", из шелка",Склад ИМ (Основное подразделение),1.0,FILE-098,r6240
SW-912ecc522faadef5,T-2546/1,T-2546,"Пальто-халат женское, серое с принтом ""пион"", из шелка",Салон (Лена М.) (Основное подразделение),4.0,FILE-098,r6264
SW-1526a25110bd951a,T-2546/1,T-2546,"Пальто-халат женское, серое с принтом ""пион"", из шелка",Склад ИМ (Основное подразделение),3.0,FILE-098,r6264
SW-740cc915e5ee6405,T-2547,T-2547,"Брюки женские, черные с принтом ""пион"", из шелка",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r6286
SW-61bb3d8d2e02f375,T-2547,T-2547,"Брюки женские, черные с принтом ""пион"", из шелка",Склад ИМ (Основное подразделение),1.0,FILE-098,r6286
SW-7470e99413cc74f0,T-2547/1,T-2547,"Брюки женские, серые с принтом ""пион"", из шелка",Салон (Лена М.) (Основное подразделение),7.0,FILE-098,r6306
SW-0ea7ddde70952992,T-2560A/1,T-2560A,"Пальто-халат женское, белое с принтом ""оранжевые Y"", из шелка",Склад ИМ (Основное подразделение),1.0,FILE-098,r6336
SW-c30a694ed2f534a9,T-2560B/3,T-2560B,"Пальто-халат женское, зеленое с принтом ""капли"", из батиста",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r6347
SW-adc7d8b31bccc59d,T-2560B/3,T-2560B,"Пальто-халат женское, зеленое с принтом ""капли"", из батиста",Склад ИМ (Основное подразделение),1.0,FILE-098,r6347
SW-7ca4141af4db274d,T-2572/1,T-2572,"Блуза женская, синяя с принтом ""белые Y и девочки"", из батиста, с отделкой ""лампас""",Склад ИМ (Основное подразделение),1.0,FILE-098,r6366
SW-f7ee78da319d7b05,T-2573/1,T-2573,"Шорты женские, синие с принтом ""белые Y и девочки"", из батиста",Склад ИМ (Основное подразделение),2.0,FILE-098,r6385
SW-ce483f972924671c,T-2573A/1,T-2573A,"Шорты женские, белые с принтом ""оранжевые Y"", из шелка, с отделкой ""лампас""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r6405
SW-e552f99935aef44b,T-2604,T-2604,"Юбка-карандаш женская, черная, из стрейч бархата",Склад ИМ (Основное подразделение),2.0,FILE-098,r6437
SW-562b55835fe847c5,T-2699,T-2699,"Юбка женская, черная, из пайеточной ткани, с вышивкой ""Ласточки""",Склад ИМ (Основное подразделение),2.0,FILE-098,r6444
SW-df08fa7f31e9973e,T-2701,T-2701,"Куртка женская, коричневая, из натуральной кожи, двубортная, с поясом",Склад оптовых продаж (Основное подразделение),1.0,FILE-098,r6451
SW-c69bac87eddae462,T-2702,T-2702,"Платье женское, черное, из джерси, с аппликацией ""Цветок""",Подарки (Основное подразделение),1.0,FILE-098,r6459
SW-ec16c2991c61637f,T-2702,T-2702,"Платье женское, черное, из джерси, с аппликацией ""Цветок""",Склад ИМ (Основное подразделение),3.0,FILE-098,r6459
SW-8a941e02243b3292,T-2703,T-2703,"Блуза женская, черная, из шелка, с декором ""Цветок""",Склад ИМ (Основное подразделение),1.0,FILE-098,r6477
SW-618d93fb554ae389,T-2704,T-2704,"Платье женское, черное, из крепа, с аппликацией ""Цветок""",Склад ИМ (Основное подразделение),2.0,FILE-098,r6505
SW-e4bf90c1ce0be3f2,T-2708,T-2708,"Брюки женские, синие, из шелкового бархата, с отделкой белым кантом",Склад оптовых продаж (Основное подразделение),1.0,FILE-098,r6522
SW-49ac4b77cba1adf7,T-2720,T-2720,"Пальто женское, бежевое, из замши, на запах",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r6532
SW-5734197b27bed614,T-2720,T-2720,"Пальто женское, бежевое, из замши, на запах",Склад ИМ (Основное подразделение),1.0,FILE-098,r6532
SW-e07b02a82f36d2cf,T-2720,T-2720,"Пальто женское, бежевое, из замши, на запах",Склад оптовых продаж (Основное подразделение),1.0,FILE-098,r6532
SW-246c102a4379bac5,T-2750A,T-2750A,"Блуза-топ женская, белая с принтом ""оранжевые Y"", из шелка",Салон (Лена М.) (Основное подразделение),6.0,FILE-098,r6546
SW-3755fe62f90fc856,T-2750A,T-2750A,"Блуза-топ женская, белая с принтом ""оранжевые Y"", из шелка",Склад оптовых продаж (Основное подразделение),1.0,FILE-098,r6546
SW-351762ff7eab61f8,T-2750B/1,T-2750B,"Блуза-топ женская, черная, из шелка, на бретелях",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r6566
SW-cc6533ef3e858b9b,T-2750B/1,T-2750B,"Блуза-топ женская, черная, из шелка, на бретелях",Склад ИМ (Основное подразделение),2.0,FILE-098,r6566
SW-4e1b5761c7874d48,T-2751,T-2751,"Юбка женская, синяя с принтом ""белые Y и девочки"", из хлопка, с карманами",Подарки (Основное подразделение),1.0,FILE-098,r6587
SW-e36d019daef2926e,T-2752,T-2752,"Блуза женская, черная с принтом "" белые Y и девочки"", из шелка, с отделкой ""лампас""",Склад ИМ (Основное подразделение),1.0,FILE-098,r6603
SW-e69ca2ef53484cc6,T-2754,T-2754,"Платье женское, черное с принтом ""белые балерины"", из шелка, на бретелях",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r6641
SW-1e8fab8c3ae79b51,T-2754,T-2754,"Платье женское, черное с принтом ""белые балерины"", из шелка, на бретелях",Склад ИМ (Основное подразделение),2.0,FILE-098,r6641
SW-b9e52704b237fef5,T-2754A,T-2754A,"Платье женское, белое с принтом ""черные балерины"", из шелка, на бретелях",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r6664
SW-0d3c3324144e7e30,T-2756A,T-2756A,"Свитер женский, серый, из кашемира, с расшивкой ""Колье""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r6706
SW-0b420ceaad54419f,T-2756A,T-2756A,"Свитер женский, серый, из кашемира, с расшивкой ""Колье""",Склад ИМ (Основное подразделение),1.0,FILE-098,r6706
SW-2ab1bdc21777a7d6,T-2756B,T-2756B,"Свитер женский, белый, из кашемира, с расшивкой ""Колье""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r6725
SW-fde50909d982874b,T-2756B,T-2756B,"Свитер женский, белый, из кашемира, с расшивкой ""Колье""",Склад ИМ (Основное подразделение),1.0,FILE-098,r6725
SW-9855f5dac0908b54,T-2756B,T-2756B,"Свитер женский, белый, из кашемира, с расшивкой ""Колье""",Склад оптовых продаж (Основное подразделение),6.0,FILE-098,r6725
SW-095be740af88244b,T-2756C,T-2756C,"Свитер женский, черный, из кашемира, с расшивкой на манжетах",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r6743
SW-a8ccd7f127fa602b,T-2756C,T-2756C,"Свитер женский, черный, из кашемира, с расшивкой на манжетах",Склад ИМ (Основное подразделение),3.0,FILE-098,r6743
SW-f97d6edd93173415,T-2756C,T-2756C,"Свитер женский, черный, из кашемира, с расшивкой на манжетах",Склад оптовых продаж (Основное подразделение),2.0,FILE-098,r6743
SW-cd2617663a79c6e7,T-2757,T-2757,"Брюки женские, коричневые, из натуральной замши",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r6772
SW-174a803886541475,T-2757,T-2757,"Брюки женские, коричневые, из натуральной замши",Склад ИМ (Основное подразделение),1.0,FILE-098,r6772
