stock_wh_id,article_raw,canonical_sku,name,warehouse,qty_end,source_file_id,source_row_id
SW-9514bcdb039ceae3,0-2494,0-2494,"Платье женское, белое с принтом ""оранжево-черные Y"", из батиста, с поясом",Подарки (Основное подразделение),1.0,FILE-098,r2723
SW-20d912794ad27898,0-2494,0-2494,"Платье женское, белое с принтом ""оранжево-черные Y"", из батиста, с поясом",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r2723
SW-4ce8676a2c6964e5,0-2494,0-2494,"Платье женское, белое с принтом ""оранжево-черные Y"", из батиста, с поясом",Склад оптовых продаж (Основное подразделение),1.0,FILE-098,r2723
SW-f639c3650a1490d0,0-2494A,0-2494A,"Платье женское, чёрное с принтом ""белые Y"", из батиста, с отделкой ""лампас"" на рукавах, с поясом",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r2751
SW-0575b6cd60f89f16,0-2495,0-2495,"Платье женское, чёрное с принтом ""хаотичные буквы Y"", из шёлка, длинное",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r2763
SW-b985c588cb21d51a,0-2495,0-2495,"Платье женское, чёрное с принтом ""хаотичные буквы Y"", из шёлка, длинное",Склад ИМ (Основное подразделение),1.0,FILE-098,r2763
SW-5bfa8a1efbf387a9,0-2497,0-2497,"Платье женское, белое с принтом ""черные Y и девочки"", из батиста, с длинными рукавами и поясом",Склад оптовых продаж (Основное подразделение),2.0,FILE-098,r2803
SW-986e88e1a1cbfb8d,0-2498,0-2498,"Платье женское, розовое с принтом ""пион"", из штапеля, без рукавов",Склад ИМ (Основное подразделение),3.0,FILE-098,r2821
SW-bccad34304d75a1f,0-2499,0-2499,"Платье женское, розовое с принтом ""пион"", из батиста, приталенного силуэта",Склад ИМ (Основное подразделение),1.0,FILE-098,r2848
SW-631b0016561419bc,0-2503,0-2503,"Юбка женская, черная с принтом ""девочки"", из хлопка, с лампасами ""YANINA""",Подарки (Основное подразделение),2.0,FILE-098,r2892
SW-e936e73d56003b95,0-2504,0-2504,"Юбка женская, серая с принтом ""пион"", из батиста",Склад ИМ (Основное подразделение),2.0,FILE-098,r2907
SW-7506d056319a314f,0-2516,0-2516,"Платье женское, черное, из костюмной ткани ""шанель"" и шифона, декорировано тесьмой",Подарки (Основное подразделение),1.0,FILE-098,r2960
SW-42e26be6fffd7d1f,0-2516,0-2516,"Платье женское, черное, из костюмной ткани ""шанель"" и шифона, декорировано тесьмой",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r2960
SW-272a356d9e1609e9,0-2524,0-2524,"Рубашка женская, белая с принтом ""голубые цветы"", из батиста, с рукавом ""кимоно""",Склад ИМ (Основное подразделение),1.0,FILE-098,r2995
SW-87e012505166ed4e,0-2527,0-2527,"Шорты женские, белые с принтом ""синие цветы"", из батиста",Склад ИМ (Основное подразделение),1.0,FILE-098,r3001
SW-d4d094508d18e086,0-2532,0-2532,"Блуза женская, белая с принтом ""голубые цветы"", из батиста",Склад ИМ (Основное подразделение),1.0,FILE-098,r3005
SW-a2ab6695e7500057,0-2533,0-2533,"Брюки женские, белые с принтом ""голубые цветы"", из батиста, зауженые к низу",Склад ИМ (Основное подразделение),1.0,FILE-098,r3009
SW-0caf11a7817cadcc,0-2541,0-2541,"Брюки женские, черные с принтом ""большие синие капли"", из шелка",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r3031
SW-59710bc40f6941fb,0-2545/2,0-2545,"Футболка женская, белая с принтом ""грибы"", из трикотажа",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r3058
SW-9f8fbc4ea270a6af,0-2549/1,0-2549,"Блуза женская, розовая с принтом ""девочки, грибы, цветы"", из шелка, декорирована контрастной тесьмой",Склад ИМ (Основное подразделение),1.0,FILE-098,r3112
SW-4868ec95ad6e694d,0-2550,0-2550,"Брюки женские, зеленые с принтом ""девочки, грибы, цветы"", из шелка, с отделкой ""лампас""",Склад ИМ (Основное подразделение),1.0,FILE-098,r3116
SW-c69958e1385fecca,0-2550/1,0-2550,"Брюки женские, розовые с принтом ""девочки, грибы, цветы"", из шелка, с отделкой ""лампас""",Склад ИМ (Основное подразделение),1.0,FILE-098,r3120
SW-2b353c9e83f0fc39,0-2559,0-2559,"Брюки женские, черные с белым принтом ""Y"", из шелка, с отделкой ""лампас""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r3144
SW-adf5567779118b8d,0-2560D,0-2560D,"Пальто-халат женское, белое с принтом ""балерины"", из батиста, с отделкой черным кантом",Склад ИМ (Основное подразделение),1.0,FILE-098,r3176
SW-0839942e3889b2a2,0-2566,0-2566,"Платье-рубашка женское, белое, из батиста, с принтом ""черные Y и грибы"" с надписью ""YANINA""",Склад ИМ (Основное подразделение),1.0,FILE-098,r3187
SW-2b146219e28ca85c,0-2567A,0-2567A,"Платье-рубашка женское, белое, из батиста, с принтом ""черные Y и грибы""",Склад ИМ (Основное подразделение),1.0,FILE-098,r3191
SW-5d54d710f41247ad,0-2572,0-2572,"Блуза женская, черная с принтом ""Y"", из батиста, декорирована контрастной тесьмой",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r3195
SW-005358603ea3bcbd,0-2572,0-2572,"Блуза женская, черная с принтом ""Y"", из батиста, декорирована контрастной тесьмой",Склад ИМ (Основное подразделение),1.0,FILE-098,r3195
SW-603695f905d0cf9a,0-2576,0-2576,"Платье женское, разноцветное с принтом ""черная Y"", из фатина, с драпированным лифом",Подарки (Основное подразделение),1.0,FILE-098,r3211
SW-9749f6cc276ea8ef,0-2589,0-2589,"Платье женское, черное, из хлопкового кружева, с вышивкой ""Цветы""",Подарки (Основное подразделение),1.0,FILE-098,r3213
SW-0202c3b67b0bfb89,0-2589,0-2589,"Платье женское, черное, из хлопкового кружева, с вышивкой ""Цветы""",Склад ИМ (Основное подразделение),1.0,FILE-098,r3213
SW-8bc7618bde86015c,0-2590,0-2590,"Платье женское, черное, корсетное, из сетки, с декором ""Красный цветок""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r3231
SW-c34605e7916a6f89,0-2592/1,0-2592,"Свитер женский, черный, из кашемира, с вышивкой ""черная Y""",Склад ИМ (Основное подразделение),2.0,FILE-098,r3238
SW-9e3dff55c8813124,0-2597,0-2597,"Пальто женское, черное, из шерсти, длинное, с поясом, с аппликацией ""Цветок"" из бархата",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r3270
SW-6f059a3eb9b93d19,0-2600,0-2600,"Брюки-капри женские, чёрные, из шёлка дюшес",Склад ИМ (Основное подразделение),2.0,FILE-098,r3287
SW-5b8c3750a73a67bd,0-2604,0-2604,"Юбка женская, черная, из стрейч бархата, прямая, зауженная к низу, средней длины",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r3345
SW-f88e7441d3cc3e9b,0-2604,0-2604,"Юбка женская, черная, из стрейч бархата, прямая, зауженная к низу, средней длины",Склад ИМ (Основное подразделение),3.0,FILE-098,r3345
SW-3a4e6aa85832baa1,0-2613,0-2613,"Рубашка женская, белая с принтом ""грибы"", из батиста",Склад ИМ (Основное подразделение),1.0,FILE-098,r3374
SW-bd59102dfb00e190,0-2613A,0-2613A,"Блуза женская, черная с принтом ""Y и девочки"", из батиста, декорирована кантом ""YANINA""",Склад ИМ (Основное подразделение),2.0,FILE-098,r3379
SW-c3d5fe0531607ec5,0-2614A,0-2614A,"Брюки-капри женские, черные, из хлопка, с принтом ""Y и девочки""",Склад ИМ (Основное подразделение),2.0,FILE-098,r3382
SW-b1e6f62c5804c1a2,0-2623,0-2623,"Туфли женские, бежевые, из кожи, без каблука, расшиты цветными камнями",Склад ИМ (Основное подразделение),2.0,FILE-098,r3388
SW-67e1571083ef794c,0-2624,0-2624,"Туфли женские, черные с белым принтом ""Y"", из кожи, без каблука",Склад ИМ (Основное подразделение),3.0,FILE-098,r3390
SW-bda549baf729b180,0-2626,0-2626,"Туфли женские, черные, из кожи, без каблука, расшиты кристаллами",Склад ИМ (Основное подразделение),5.0,FILE-098,r3393
SW-4e9f280c6743228d,0-2628,0-2628,"Туфли женские, серебряные, из кожи, расшиты стразами",Склад ИМ (Основное подразделение),4.0,FILE-098,r3399
SW-99adb0c2aaed478a,0-2630,0-2630,"Лоферы женские, бежевые, из натуральной кожи, с вышивкой ""YC""",Склад ИМ (Основное подразделение),1.0,FILE-098,r3400
SW-0626bde29e5a92ba,0-2631,0-2631,"Лоферы женские, бежевые, из кожи, на меховой подкладке",Склад ИМ (Основное подразделение),1.0,FILE-098,r3402
SW-f04ec7bc78cbd8e7,0-2631A,0-2631A,"Лоферы женские, черные, из кожи, на меховой подкладке",Склад ИМ (Основное подразделение),2.0,FILE-098,r3403
SW-d37fb9e8b7bee8ee,0-2645,0-2645,"Туфли женские, бежевые, из кожи, на высоком каблуке",Подарки (Основное подразделение),1.0,FILE-098,r3404
SW-3ef2aef0b8010e12,0-2645,0-2645,"Туфли женские, бежевые, из кожи, на высоком каблуке",Склад ИМ (Основное подразделение),4.0,FILE-098,r3404
SW-1246c6be2a9204c1,0-2655,0-2655,Косметичка пляжная,Салон (Лена М.) (Основное подразделение),7.0,FILE-098,r3406
SW-1f761a9f680f8af9,0-2655A,0-2655A,"Сумка-тоут  женская, черная, с принтом ""YANINA""",Салон (Лена М.) (Основное подразделение),2.0,FILE-098,r3419
SW-1e8d5404b458313f,0-2655A,0-2655A,"Сумка-тоут  женская, черная, с принтом ""YANINA""",Склад оптовых продаж (Основное подразделение),2.0,FILE-098,r3419
SW-f802a022fbf3c049,0-2671,0-2671,"Блуза женская, черная, из шифона, с кружевом",Подарки (Основное подразделение),1.0,FILE-098,r3532
SW-7384bf9d938a44f9,0-2672,0-2672,"Юбка женская, черная, из пайеток, с аппликацией ""Цветок""",Склад ИМ (Основное подразделение),1.0,FILE-098,r3546
SW-11b57e80495c3065,0-2673,0-2673,"Блуза женская, черная, из бархата стрейч, с аппликацией ""Цветок""",Склад ИМ (Основное подразделение),1.0,FILE-098,r3561
SW-53e10d2a9b812db5,0-2679,0-2679,"Жакет женский, черный, из джерси, декорирован отлетными деталями",Склад ИМ (Основное подразделение),1.0,FILE-098,r3637
SW-5fba7239b2db5a04,0-2680,0-2680,"Брюки женские, черные, из джерси, со стрелками, расклешенные к низу",Склад ИМ (Основное подразделение),1.0,FILE-098,r3648
SW-0fda9e63c08673e1,0-2688,0-2688,"Блуза женская, белая, из хлопка, с вышивкой ""Yanina"" и съемным декором ""бант""",Подарки (Основное подразделение),1.0,FILE-098,r3719
SW-cb4db96e97307d43,0-2690,0-2690,"Блуза женская, черная, из ткани с пайетками, топ с баской",Склад ИМ (Основное подразделение),1.0,FILE-098,r3731
SW-9b4a46b1966841c2,0-2691,0-2691,"Брюки женские, черные, из бархата стрейч",Склад ИМ (Основное подразделение),1.0,FILE-098,r3740
SW-a2cfd432d707a6d4,0-2705,0-2705,"Платье женское, черное, из крепа, с декором ""Y"" из белой кожи",Склад ИМ (Основное подразделение),2.0,FILE-098,r3768
SW-e57c74eaccd66e73,0-2706,0-2706,"Платье женское, синее, из шелкового бархата, с вышивкой ""Y"" на карманах",Склад ИМ (Основное подразделение),1.0,FILE-098,r3776
SW-f2c75c67f8e335b6,0-2711,0-2711,"Жакет женский, синий, из шерсти, с объемным декором из бархата",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r3789
SW-9b1a7fc46af97060,0-2712,0-2712,"Юбка-карандаш женская, синяя, из шерсти",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r3793
SW-f09330808f43d297,0-2715,0-2715,"Жакет женский, черный, из шерсти, с аппликационной вышивкой ""Листья"", с баской",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r3807
SW-e3068d9923683c68,0-2716,0-2716,"Юбка женская, черная, из шерсти, с аппликационной вышивкой ""Листья""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r3815
SW-c62d2f1a5c6a668a,0-2717,0-2717,"Жакет женский, коричневый, из шерсти, с аппликационной вышивкой ""Листья""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r3823
SW-a146e61c609e57a1,0-2718,0-2718,"Брюки женские, коричневые, из шерсти, со стрелками, расклешенные к низу",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r3831
SW-4942cfd141ac7e34,0-2721,0-2721,"Платье женское, бежевое, из шифона, длинное",Подарки (Основное подразделение),1.0,FILE-098,r3839
SW-a181e727541127a8,0-2721,0-2721,"Платье женское, бежевое, из шифона, длинное",Склад ИМ (Основное подразделение),2.0,FILE-098,r3839
SW-101209966aec34df,0-2785,0-2785,"Плед бежевый, из кашемира, с авторским принтом ""Дерево жизни""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r3889
SW-69d403f5da5511e0,0-2815,0-2815,"Платье женское, черное, из джерси, с рукавами из тафты",Подарки (Основное подразделение),1.0,FILE-098,r3909
SW-a05f16b04e711af8,0-2816,0-2816,"Платье женское, черное, из бархата хлопчатобумажного, с декором ""Бант с цветком""",Склад ИМ (Основное подразделение),1.0,FILE-098,r3920
SW-e8af871278a57827,0-2817,0-2817,"Блуза женская, белая, из тафты",Склад ИМ (Основное подразделение),1.0,FILE-098,r3936
SW-269f40017d292923,0-2818,0-2818,"Плед бежевый, из кашемира, с авторским рисунком",Подарки (Основное подразделение),1.0,FILE-098,r3946
SW-ad0146cad87387c4,0-2818,0-2818,"Плед бежевый, из кашемира, с авторским рисунком",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r3946
SW-c23f3085160cdf04,0-2818A,0-2818A,"Плед серый, из кашемира, с авторским рисунком",Салон (Лена М.) (Основное подразделение),2.0,FILE-098,r3961
SW-07af739df06533f1,0-2818B,0-2818B,"Плед темно-серый, из кашемира, с авторским рисунком",Салон (Лена М.) (Основное подразделение),4.0,FILE-098,r3974
SW-a588abf550a54133,0-2828,0-2828,"Платье женское, черное, из крепа, с лифом из сетки, с кружевным декором",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r3983
SW-9b96f98136aa8f7d,0-2845,0-2845,"Свитшот женский, бежевый, из футера, с декором принт ""Champayne o' clock""",Склад ИМ (Основное подразделение),2.0,FILE-098,r3998
SW-f3b877abb78c0d86,0-2845A,0-2845A,"Свитшот женский, розовый, из футера, с декором принт ""Champayne o' clock""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4003
SW-0f5bf47af77c44bf,0-2845A,0-2845A,"Свитшот женский, розовый, из футера, с декором принт ""Champayne o' clock""",Склад ИМ (Основное подразделение),1.0,FILE-098,r4003
SW-401795db3a1be6cc,0-2861A,0-2861A,"Футболка женская, белая с принтом ""дерево"", из трикотажа",Склад ИМ (Основное подразделение),1.0,FILE-098,r4038
SW-d3f9b6496442938a,0-2959,0-2959,"Топ-майка женская, белая, из хлопка, с вышивкой ""BE AN ICONIC""",Салон (Лена М.) (Основное подразделение),5.0,FILE-098,r4046
SW-09af6f06cae3552e,0-2959,0-2959,"Топ-майка женская, белая, из хлопка, с вышивкой ""BE AN ICONIC""",Склад ИМ (Основное подразделение),1.0,FILE-098,r4046
SW-bde564dc0bb71fc3,0-2959,0-2959,"Топ-майка женская, белая, из хлопка, с вышивкой ""BE AN ICONIC""",Склад оптовых продаж (Основное подразделение),16.0,FILE-098,r4046
SW-3b3601469cd26a01,0-2959A,0-2959A,"Топ-майка женская, черная, из хлопка, с вышивкой ""BE AN ICONIC""",Салон (Лена М.) (Основное подразделение),3.0,FILE-098,r4068
SW-06a1cb94eca155d2,0-2959A,0-2959A,"Топ-майка женская, черная, из хлопка, с вышивкой ""BE AN ICONIC""",Склад ИМ (Основное подразделение),1.0,FILE-098,r4068
SW-0c3bb1951452ce5e,0-2959A,0-2959A,"Топ-майка женская, черная, из хлопка, с вышивкой ""BE AN ICONIC""",Склад оптовых продаж (Основное подразделение),11.0,FILE-098,r4068
SW-8612793bc8bf6dca,0-2985,0-2985,"Юбка женская, черная, из шелка, с аппликацией ""Листья""",Склад ИМ (Основное подразделение),1.0,FILE-098,r4084
SW-7b0b103db449389c,0-3006,0-3006,"Шорты женские, черные, из тафты",Склад ИМ (Основное подразделение),1.0,FILE-098,r4089
SW-3c3a8a2dcb339cc2,0-3009,0-3009,"Куртка женская, черная, из плащевой ткани, с вышивкой ""Цветы"" на рукавах",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4092
SW-4af5cb6d0bb816ed,0-3024,0-3024,"Юбка женская, черная, из трикотажа, декорирована листьями из натуральной кожи",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4097
SW-c2b66e024e416155,0-3024,0-3024,"Юбка женская, черная, из трикотажа, декорирована листьями из натуральной кожи",Склад ИМ (Основное подразделение),2.0,FILE-098,r4097
SW-7677e4cdc106a649,0-3026,0-3026,"Брюки женские, черные, из стрейч бархата, с отделкой белым кантом",Склад ИМ (Основное подразделение),1.0,FILE-098,r4130
SW-88f739dbe4ad0d51,0-3027,0-3027,"Куртка женская, черная, из шелка на синтепоне",Подарки (Основное подразделение),1.0,FILE-098,r4136
SW-36e36f5fd977a4cc,0-3030,0-3030,"Свитшот женский, черный, из стрейч бархата, с декором из тафты",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4158
SW-c86d7fed54b567ea,0-3030B,0-3030B,"Свитшот женский, бежевый, из стрейч бархата, с декором из тафты",Подарки (Основное подразделение),1.0,FILE-098,r4188
SW-8c4aa19443e88be1,0-3031,0-3031,"Брюки-джоггеры женские, черные, из стрейч бархата, с отделкой ""лампас""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4196
SW-f24b0775f114424f,0-3031A,0-3031A,"Брюки-джоггеры женские, синие, из стрейч бархата, с отделкой ""лампас""",Склад ИМ (Основное подразделение),1.0,FILE-098,r4203
SW-c210c261734ee35c,0-3031B,0-3031B,"Брюки-джоггеры женские, бежевые, из стрейч бархата, с отделкой ""лампас""",Подарки (Основное подразделение),1.0,FILE-098,r4221
SW-b0ed08ec34cd87fe,0-3032B,0-3032B,"Юбка женская, белая, из фатина, с вышивкой ""Герда""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4249
SW-530f9203db7ef319,0-3033,0-3033,"Куртка женская, черная, из эко-кожи, с аппликацией из камней ""Y"" на рукаве",Подарки (Основное подразделение),1.0,FILE-098,r4256
SW-7d96bff9aeb64c0d,0-3033A,0-3033A,"Куртка женская, белая, из эко-кожи",Подарки (Основное подразделение),1.0,FILE-098,r4260
SW-bd250e72b3597603,0-3034,0-3034,"Блуза женская, белая, из шелка, с вышивкой ""Балерина""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4264
SW-2fa27285e6dba47e,0-3034A,0-3034A,"Блуза женская, серая, из шелка, с вышивкой ""Арлекин""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4268
SW-f5c108b383ad0c44,0-3035A,0-3035A,"Куртка-бомбер женская, белая, из эко-кожи, с расшивкой камнями",Склад ИМ (Основное подразделение),1.0,FILE-098,r4276
SW-3a30150dac009a41,0-3036,0-3036,"Юбка женская, черная, из искусственного крепа, расклешенная к низу",Подарки (Основное подразделение),1.0,FILE-098,r4279
SW-81ecb0dd5e603e38,0-3036,0-3036,"Юбка женская, черная, из искусственного крепа, расклешенная к низу",Склад ИМ (Основное подразделение),3.0,FILE-098,r4279
SW-055b13d731e25e5a,0-3037,0-3037,"Платье женское, светло-коричневое, из тафты, с кружевным воротником",Склад ИМ (Основное подразделение),1.0,FILE-098,r4299
SW-9fa0cb345fee832e,0-3040,0-3040,"Брюки женские, черные, из футера, с отделкой ""лампас""",Склад ИМ (Основное подразделение),1.0,FILE-098,r4340
SW-b70cfe104956fb50,0-3041,0-3041,"Платье женское, черное, из шелк бархата, с воротником из кружева",Подарки (Основное подразделение),1.0,FILE-098,r4368
SW-338ee7382116257c,0-3042C,0-3042C,"Блуза женская, розовая, из хлопка, с декором ""Цветок""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4389
SW-9a300436d80911ff,0-3043А,0-3043A,"Блуза женская, фуксия, из футера, декорирована шифоновым кружевом",Склад ИМ (Основное подразделение),1.0,FILE-098,r4413
SW-9734edc7ef34326b,0-3044A,0-3044A,"Шорты женские, фуксия, из футера",Склад ИМ (Основное подразделение),1.0,FILE-098,r4424
SW-7dd2af88d240472c,0-3047,0-3047,"Юбка женская, черная, из шелка",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4436
SW-f9cfb1acbe0aea08,0-3047A,0-3047A,"Юбка женская, серая, из шелка",Склад ИМ (Основное подразделение),1.0,FILE-098,r4440
SW-3f0e4c4794a29cab,0-3049,0-3049,"Куртка-бомбер женская, черная, из стрейч бархата, с декором ""Жучки""",Подарки (Основное подразделение),1.0,FILE-098,r4443
SW-ee35a0f0547dd2d1,0-3050В,0-3050B,"Шорты женские, бирюзовые, из стрейч бархата",Склад ИМ (Основное подразделение),1.0,FILE-098,r4470
SW-98c33ff2e8cbff91,0-3052,0-3052,"Юбка женская, черная, из эко-кожи, с поясом из бархата",Салон (Лена М.) (Основное подразделение),2.0,FILE-098,r4485
SW-8713ed89092371fe,0-3052,0-3052,"Юбка женская, черная, из эко-кожи, с поясом из бархата",Склад ИМ (Основное подразделение),2.0,FILE-098,r4485
SW-db2e8ca6656b6315,0-3054,0-3054,"Платье женское, черное, из шифона, декорировано бантами на рукавах",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4532
SW-a25e83beddaddd68,0-3054А,0-3054A,"Платье женское, черное с принтом ""белый горох"", из шелка, декорировано белыми бантами на рукавах",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4540
SW-916f8a07710e1d58,0-3058B,0-3058B,"Блуза женская, серая, из футера, с декором принт  ""бусы, бантик""",Подарки (Основное подразделение),1.0,FILE-098,r4606
SW-053c66020708decf,0-3059,0-3059,"Брюки женские, черные, из футера, с отделкой ""лампас""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4617
SW-c21ccedc2ee49d6c,0-3059B,0-3059B,"Брюки женские, серые, из футера, с отделкой ""лампас""",Склад ИМ (Основное подразделение),1.0,FILE-098,r4634
SW-29ad1db1fc2645d3,0-306,0-306,"Брюки женские, черные, из крепа, со складками спереди, зауженные к низу",Склад ИМ (Основное подразделение),1.0,FILE-098,r4644
SW-1dbe7ab85cce2550,0-3060B,0-3060B,"Юбка женская, серая, из футера, с отделкой ""лампас""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4669
SW-3f1e654548e57a20,0-3060C,0-3060C,"Юбка женская, бежевая, из футера, с отделкой ""лампас""",Склад ИМ (Основное подразделение),1.0,FILE-098,r4676
SW-586e0544f922f01b,0-3061,0-3061,"Пальто-халат женское, черное, из стрейч бархата, с расшивкой пайетками на манжетах",Склад ИМ (Основное подразделение),1.0,FILE-098,r4679
SW-af386f4fa88191db,0-3061A,0-3061A,"Пальто-халат женское, бежевое, из стрейч бархата, с пайетками на манжетах",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4686
SW-f0d8e74bea88456e,0-3061C,0-3061C,"Пальто-халат женское, голубое, из стрейч бархата, с пайетками на манжетах",Склад ИМ (Основное подразделение),1.0,FILE-098,r4697
SW-45e0d1213c647bd3,0-3062A,0-3062A,"Блуза-топ женская, бежевая, из шелка, на тонких бретелях",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4708
SW-df53b0d414b8f49b,0-3063,0-3063,"Брюки женские, черные, из стрейч бархата, на широкой резинке",Подарки (Основное подразделение),1.0,FILE-098,r4724
SW-37d688057037107b,0-3063,0-3063,"Брюки женские, черные, из стрейч бархата, на широкой резинке",Салон (Лена М.) (Основное подразделение),4.0,FILE-098,r4724
SW-30321c1485330ee5,0-3063,0-3063,"Брюки женские, черные, из стрейч бархата, на широкой резинке",Склад ИМ (Основное подразделение),1.0,FILE-098,r4724
SW-0d96891e430d3f1e,0-3063,0-3063,"Брюки женские, черные, из стрейч бархата, на широкой резинке",Склад оптовых продаж (Основное подразделение),1.0,FILE-098,r4724
SW-b34831f36fed5549,0-3063A,0-3063A,"Брюки женские, бежевые, из стрейч бархата, на широкой резинке",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4750
SW-32f278fe281ad2b4,0-3063C,0-3063C,"Брюки женские, голубые, из стрейч бархата, на широкой резинке",Склад ИМ (Основное подразделение),1.0,FILE-098,r4764
SW-3a26530fcf0b661e,0-3064A,0-3064A,"Платье женское, бежевое, из шелка, на тонких бретелях",Склад ИМ (Основное подразделение),2.0,FILE-098,r4771
SW-b324b136c6ee1cb6,0-3064B,0-3064B,"Платье женское, синее, из шелка, на тонких бретелях",Склад ИМ (Основное подразделение),1.0,FILE-098,r4779
SW-bab0257ff8f540a1,0-3065A,0-3065A,"Блуза женская, бежевая, из искусственного крепа, с декором ""Бант""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4806
SW-db341a0155e38f94,0-3066А,0-3066A,"Брюки женские, бежевые, из искусственного крепа",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4828
SW-848ef19739676174,0-3068,0-3068,"Брюки женские, черные, из стрейч бархата, с отделкой белым кантом по низу",Склад ИМ (Основное подразделение),2.0,FILE-098,r4863
SW-c70b3ba1573acffb,0-3069A,0-3069A,"Блуза-топ женская, белая, из шелка, на тонких бретелях",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4897
SW-e21c72e1e4ec3245,0-3073,0-3073,"Свитшот женский, черный, с декором принт ""MY YANINA COUTURE"", с коротким рукавом",Склад ИМ (Основное подразделение),1.0,FILE-098,r4913
SW-b9df65a3f552b872,0-3073A,0-3073A,"Свитшот женский, белый, с декором принт ""MY YANINA COUTURE"", с коротким рукавом",Салон (Лена М.) (Основное подразделение),2.0,FILE-098,r4957
SW-1c351dcda9c9a33c,0-3073A,0-3073A,"Свитшот женский, белый, с декором принт ""MY YANINA COUTURE"", с коротким рукавом",Склад ИМ (Основное подразделение),5.0,FILE-098,r4957
SW-9edd0317ad1f2581,0-3073B,0-3073B,"Свитшот женский, серый, с декором принт ""MY YANINA COUTURE"", с коротким рукавом",Салон (Лена М.) (Основное подразделение),2.0,FILE-098,r4977
SW-6ea2940ad46bcdd0,0-3073B,0-3073B,"Свитшот женский, серый, с декором принт ""MY YANINA COUTURE"", с коротким рукавом",Склад ИМ (Основное подразделение),2.0,FILE-098,r4977
SW-a19386a7a54daf95,0-3073C,0-3073C,"Свитшот женский, голубой, с декором принт ""MY YANINA COUTURE"", с коротким рукавом",Подарки (Основное подразделение),2.0,FILE-098,r4992
SW-626b06381b3c556a,0-3073C,0-3073C,"Свитшот женский, голубой, с декором принт ""MY YANINA COUTURE"", с коротким рукавом",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r4992
SW-749d1e50487725fb,0-3073C,0-3073C,"Свитшот женский, голубой, с декором принт ""MY YANINA COUTURE"", с коротким рукавом",Склад ИМ (Основное подразделение),2.0,FILE-098,r4992
SW-62adf25163eecda6,0-3075,0-3075,"Футболка женская, черная, из трикотажа, с надписью ""MY YANINA COUTURE""",Подарки (Основное подразделение),1.0,FILE-098,r5032
SW-e443933f82689126,0-3075A,0-3075A,"Футболка женская, белая, из трикотажа, с надписью ""MY YANINA COUTURE""",Подарки (Основное подразделение),1.0,FILE-098,r5047
SW-0d09b905bd4801d9,0-3075A,0-3075A,"Футболка женская, белая, из трикотажа, с надписью ""MY YANINA COUTURE""",Салон (Лена М.) (Основное подразделение),1.0,FILE-098,r5047
SW-a78ff8e344dcd902,0-3075B,0-3075B,"Футболка женская, серая, из трикотажа, с надписью ""MY YANINA COUTURE""",Склад ИМ (Основное подразделение),1.0,FILE-098,r5062
SW-5eefa18f66e7d6dd,0-3077A,0-3077A,"Лонгслив женский, черный, из хлопкового трикотажа",Склад ИМ (Основное подразделение),1.0,FILE-098,r5090
