sku_id,canonical_sku,article,code_1c,name,in_cost,in_sales,in_intersection,sales_revenue_rub,status
SKU-b1a23dd311cca817,0-1686,0-1686,00-00000152,"Балетки женские, черные, из бархатного материала, с вышивкой",N,N,N,,CANDIDATE_MASTER
SKU-bc002ea790a75a1f,0-1687,0-1687,00-00000153,"Балетки женские, черные, из бархатного материала, с серебрянной вышивкой",N,N,N,,CANDIDATE_MASTER
SKU-bd5eef7d266eb025,0-1688,0-1688,00-00000154,"Лоферы женские, черные, из кожи, декорированы вышивкой",N,N,N,,CANDIDATE_MASTER
SKU-b8016bc8fbfed842,0-1689,0-1689,00-00001173,"Туфли женские, зеленые, из бархата, без каблука, с расшивкой Y",N,N,N,,CANDIDATE_MASTER
SKU-28024d122b4a1cba,0-1690,0-1690,00-00001174,"Туфли женские, синие, из бархата, без каблука, с расшивкой Y",N,Y,N,15750.0,CANDIDATE_MASTER
SKU-0fc1f9f0b8aee63d,0-1691,0-1691,00-00001175,"Туфли женские, серебряные, из бархата, без каблука, с расшивкой Y",N,N,N,,CANDIDATE_MASTER
SKU-6288046b6829b105,0-1693,0-1693,00-00001190,"Туфли женские, черные, из кожи, без каблука, с вышивкой YC",N,N,N,,CANDIDATE_MASTER
SKU-bf52679a9d0ad81a,0-1694,0-1694,00-00001177,"Туфли женские, черные, из бархата, без каблука, с расшивкой Y",N,Y,N,35000.0,CANDIDATE_MASTER
SKU-1c2790bb760648b0,0-1695,0-1695,00-00001178,"Туфли женские, серые, из кожи, без каблука, с вышивкой YC",N,Y,N,15750.0,CANDIDATE_MASTER
SKU-e27861d41d0a3652,0-1696,0-1696,00-00001179,"Туфли женские, серые, из бархата, без каблука, с расшивкой Y",N,Y,N,44100.0,CANDIDATE_MASTER
SKU-6d20dd731b577c35,0-1697,0-1697,00-00000156,"Туфли (цвет черный), каблук ""рюмочка""",N,N,N,,CANDIDATE_MASTER
SKU-5975ca63dad0f046,0-1698,0-1698,00-00000157,"Туфли (цвет серебро), каблук ""рюмочка"", мелкие камни",N,N,N,,CANDIDATE_MASTER
SKU-ef8fe52bd18eed6a,0-1699,0-1699,00-00000158,"Туфли (цвет фуксия), каблук ""рюмочка""",N,N,N,,CANDIDATE_MASTER
SKU-e419aae2e4ae7029,0-1700,0-1700,00-00000159,"Туфли (цвет черный), каблук ""рюмочка"", мелкие камни",N,N,N,,CANDIDATE_MASTER
SKU-49402e88a31e1e70,0-1705,0-1705,00-00001181,"Туфли женские, бордовые, из бархата, на каблуке",N,N,N,,CANDIDATE_MASTER
SKU-46663676c6e2f11a,0-1706,0-1706,00-00001182,"Туфли женские, черные, из бархата, на каблуке",N,N,N,,CANDIDATE_MASTER
SKU-72d11d4e6e5eb948,0-1707,0-1707,00-00000162,Туфли на платформе с цветком (цвет черный),N,N,N,,CANDIDATE_MASTER
SKU-7e2b8b192eb74094,0-1708,0-1708,00-00000163,"Туфли женские, синие, из бархата, с перьями",N,N,N,,CANDIDATE_MASTER
SKU-02dba8d2efc0f35c,0-1709,0-1709,00-00000164,Туфли с перьями (цвет зеленый),N,N,N,,CANDIDATE_MASTER
SKU-8e07a79c3a1fe0b8,0-1710,0-1710,00-00000165,Туфли с перьями (цвет бордо),N,N,N,,CANDIDATE_MASTER
SKU-bbdcf124ec7c01e9,0-1711,0-1711,00-00000166,Туфли с перями (цвет черный),N,N,N,,CANDIDATE_MASTER
SKU-1a2c8dc59299549b,0-1712,0-1712,00-00000167,Туфли (цвет синий),N,N,N,,CANDIDATE_MASTER
SKU-0f76290a6aaa81da,0-1713,0-1713,00-00000168,Туфли (цвет зеленый),N,N,N,,CANDIDATE_MASTER
SKU-5d6b0c82c921200c,0-1714,0-1714,00-00000169,Туфли (цвет бордо),N,N,N,,CANDIDATE_MASTER
SKU-721d62c7ab67e4e4,0-1715,0-1715,00-00000170,Туфли (цвет черный),N,N,N,,CANDIDATE_MASTER
SKU-fd113445e7da2828,0-1717,0-1717,00-00000171,Туфли с пряжкой (цвет черный),N,N,N,,CANDIDATE_MASTER
SKU-c62e0f66297fa36a,0-1718,0-1718,00-00000172,Туфли с пряжкой (цвет серый),N,N,N,,CANDIDATE_MASTER
SKU-bf66f4c80453c101,0-1719,0-1719,00-00001183,"Туфли женские, бордовые, из бархата, на каблуке, декорированы пряжкой",N,N,N,,CANDIDATE_MASTER
SKU-e261c0e6e0432aaf,0-1720,0-1720,00-00000174,Туфли с пряжкой (цвет синий),N,N,N,,CANDIDATE_MASTER
SKU-4395193bfaa1a813,0-1721,0-1721,00-00000175,Туфли с пряжкой (цвет зеленый),N,N,N,,CANDIDATE_MASTER
SKU-0adb12af12f8fe57,0-1722,0-1722,00-00000176,"Туфли женские, черные, из бархата, декорированы пряжкой",N,N,N,,CANDIDATE_MASTER
SKU-162ddc24eb3a0ead,0-1723,0-1723,00-00000177,"Сабо женские, серые, из бархата, с пряжкой",N,N,N,,CANDIDATE_MASTER
SKU-10242e50769af183,0-1724,0-1724,00-00000178,"Сабо женские, бордовые, из бархатного материала, декорированы пряжкой",N,N,N,,CANDIDATE_MASTER
SKU-91b11f686cdc4e43,0-1725,0-1725,00-00000179,Сабо с пряжкой (цвет синий),N,N,N,,CANDIDATE_MASTER
SKU-40300933836daab6,0-1726,0-1726,00-00000180,"Сабо женские, зеленые, из бархата, с пряжкой",N,N,N,,CANDIDATE_MASTER
SKU-74d5b2dfb117cba8,0-1727,0-1727,00-00000181,"Босоножки женские, серебряные, из глиттера, на платформе",N,N,N,,CANDIDATE_MASTER
SKU-0ede006cf9617b05,0-1728,0-1728,00-00000182,"Босоножки женские, черные, из глиттера, на платформе",N,N,N,,CANDIDATE_MASTER
SKU-63a0c94c35b2db81,0-1729,0-1729,00-00000183,"Босоножки женские, розовые, из глиттера, на платформе",N,N,N,,CANDIDATE_MASTER
SKU-6fbb43755a754405,0-1730,0-1730,00-00000184,"Туфли женские, серебряные, из глиттера, на платформе",N,Y,N,114300.0,CANDIDATE_MASTER
SKU-c6037d61b81ae3ec,0-1731,0-1731,00-00000185,"Шлепанцы женские, желтые, из кожи",N,N,N,,CANDIDATE_MASTER
SKU-9f411b47268ed64a,0-1732,0-1732,00-00000187,"Босоножки женские, серые, из кожи, на плоской подошве",N,N,N,,CANDIDATE_MASTER
SKU-eb3a4e97c7662c21,0-1733,0-1733,00-00000188,"Босоножки женские, белые, из кожи, на плоской подошве",N,N,N,,CANDIDATE_MASTER
SKU-1cd834917af483a3,0-1734,0-1734,00-00000186,"Босоножки женские, черные, из кожи, на плоской подошве",N,N,N,,CANDIDATE_MASTER
SKU-d6ce98f4f3094346,0-1735,0-1735,00-00000189,"Сапоги женские, серые, из кожи, на платформе",N,N,N,,CANDIDATE_MASTER
SKU-84df9997fc08210d,0-1736,0-1736,00-00000190,"Сапоги женские, черные, из кожи, на платформе",N,N,N,,CANDIDATE_MASTER
SKU-426563e5de5b3f40,0-1737,0-1737,00-00000191,Сапоги (цвет черный) замша,N,N,N,,CANDIDATE_MASTER
SKU-a2a462a0992f9a6b,0-1738,0-1738,00-00000192,"Сапоги женские, рыжие, из кожи, на платформе",N,N,N,,CANDIDATE_MASTER
SKU-11f948f0cf3f8389,0-1739,0-1739,00-00000193,Сапоги (цвет бежевый) замша,N,N,N,,CANDIDATE_MASTER
SKU-5d0591b7be16f69c,0-1740,0-1740,00-00000194,Сапоги (цвет черный) кожа,N,N,N,,CANDIDATE_MASTER
SKU-fd5cf753a889f97f,0-1741,0-1741,00-00000195,Сапоги (цвет рыжий) кожа,N,N,N,,CANDIDATE_MASTER
SKU-5887380fe8cc2375,0-1742,0-1742,00-00001180,"Сапоги женские, черные, из ткани стрейч, на каблуке, с расшивкой Y",Y,N,N,,CANDIDATE_MASTER
SKU-e31a7ff49014c80a,0-1744,0-1744,00-00000227,"Блуза женская, белая, из хлопка, с перьями по низу рукава",N,N,N,,CANDIDATE_MASTER
SKU-b8d0b1c56e7f1718,0-1744A,0-1744А,00-00000303,"Блуза женская, черная, из хлопка, с перьями по низу рукава",N,N,N,,CANDIDATE_MASTER
SKU-4ca77a1d3e6b9aef,0-1744B,0-1744В,00-00000304,"Блуза женская, серая, из хлопка, с перьями по низу рукава",N,N,N,,CANDIDATE_MASTER
SKU-7f4bf5f3c389cb8c,0-1747,0-1747,00-00000401,"Жакет женский, белый, из кружева, на шелковой подкладке с цветным рисунком",N,N,N,,CANDIDATE_MASTER
SKU-63647e80c474f97b,0-1749,0-1749,00-00000225,"Платье женское, белое с принтом ""черные треугольники"", из батиста, на резинке в области бедер",N,N,N,,CANDIDATE_MASTER
SKU-b766483354515acc,0-1749A,0-1749А,00-00000742,"Платье женское, многоцветное, из батиста, короткое",N,N,N,,CANDIDATE_MASTER
SKU-7a15d54c68b68b20,0-1750,0-1750,00-00000222,"Платье женское, белое, из батиста, с длинными рукавами с принтом ""черные треугольники""",N,N,N,,CANDIDATE_MASTER
SKU-3f707cf45e641266,0-1751,0-1751,00-00000565,"Платье женское, синее в полоску, из хлопка",N,N,N,,CANDIDATE_MASTER
SKU-bc57f9a7fca36cd8,0-1752,0-1752,00-00000248,"Платье женское, голубое, из хлопка, 2-х ярусное",N,N,N,,CANDIDATE_MASTER
SKU-81be934b43677450,0-1753,0-1753,00-00000215,"Платье женское, розовое с белым, из хлопка, многоярусное",N,N,N,,CANDIDATE_MASTER
SKU-15d08d7c13197dd4,0-1755,0-1755,00-00000216,"Платье женское, белое с принтом ""черные треугольники"", из батиста, длинное, свободного силуэта",N,N,N,,CANDIDATE_MASTER
SKU-08e70b3e6d47ca05,0-1756,0-1756,00-00000217,"Пальто женское, темно-бежевое, из хлопка, с декором ""Цветы"" по рукавам",N,N,N,,CANDIDATE_MASTER
SKU-30d4f4a358071bf5,0-1757,0-1757,00-00000207,"Платье женское, черное, из хлопка, с декором ""Цветы""",N,N,N,,CANDIDATE_MASTER
SKU-698e5146ffda9872,0-1757A,0-1757А,00-00000412,"Платье женское, белое в черный горох, из хлопка с карманами",N,N,N,,CANDIDATE_MASTER
SKU-29c7c3fa8a216d4f,0-1758,0-1758,00-00000223,"Блуза женская, белая, из хлопка, с кружевом ""Круг""",N,N,N,,CANDIDATE_MASTER
SKU-d0f5ff5f8ed343af,0-1763,0-1763,00-00000355,"Юбка женская, розовая, из пайеток и кружева",N,N,N,,CANDIDATE_MASTER
SKU-cace00ec704e21ce,0-1763A,0-1763А,00-00000356,"Юбка женская, розовая, из пайеток и кружева, с преобладанием кружевной ткани",N,N,N,,CANDIDATE_MASTER
SKU-ca2bbeb4f0f65e51,0-1766,0-1766,00-00000385,"Платье женское, голубое, из хлопка с цветочным рисунком",N,N,N,,CANDIDATE_MASTER
SKU-0aba6a5e169a5ba9,0-1769,0-1769,00-00000236,"Платье женское, белое в горох, из хлопка, с декором ""Цветы""",N,N,N,,CANDIDATE_MASTER
SKU-e718af51e3f53816,0-1771,0-1771,00-00000235,"Платье женское, белое в горох, из хлопка, прямого силуэта",N,N,N,,CANDIDATE_MASTER
SKU-91c0c9e3d86e5924,0-1773,0-1773,00-00000211,"Платье женское, красное, из хлопка, с вышивкой 3Д",N,N,N,,CANDIDATE_MASTER
SKU-d21718d2b7068eac,0-1774,0-1774,00-00000234,"Платье женское, белое в горох, из хлопка, с контрастной окантовкой по карманам и рукавам",N,N,N,,CANDIDATE_MASTER
SKU-872b39cd312d7a26,0-1775,0-1775,00-00000233,"Платье женское, серое с горох, из хлопка, с декором ""Цветы""",N,N,N,,CANDIDATE_MASTER
SKU-c31368ffd4319f00,0-1779,0-1779,00-00000201,"Футболка женская, белая, из трикотажа, ""Королева Дома""",N,N,N,,CANDIDATE_MASTER
SKU-21b03d8543367e32,0-1779A,0-1779А,00-00000390,"Футболка женская, розовая, из хлопка с надписью ""I LOVE MY YANINA T-SHIRT""",N,N,N,,CANDIDATE_MASTER
SKU-2e887b00dc73fffb,0-1780,0-1780,00-00000251,"Пальто женское, черное, из шифона, с отделкой пайетками на рукавах",N,N,N,,CANDIDATE_MASTER
SKU-3bd02ea08652e040,0-1780F,0-1780F,00-00000770,"Халат женский, розовый, из шифона, манжеты декорированы розовыми пайетками",N,N,N,,CANDIDATE_MASTER
SKU-ae16af60784c4b78,0-1780A,0-1780А,00-00000268,"Пальто женское, серое с рисунком, из шифона, с контрастными манжетами",N,N,N,,CANDIDATE_MASTER
SKU-bd6d79e8fc8efa5d,0-1780B,0-1780В,00-00000771,"Халат женский, синий, из шифона, манжеты декорированы синими пайетками",N,N,N,,CANDIDATE_MASTER
SKU-797a2163a8b87893,0-1780Д,0-1780Д,00-00000773,"Халат женский, розовый, из шифона, манжеты декорированы серыми пайетками",N,N,N,,CANDIDATE_MASTER
SKU-ac9147e20e4ac363,0-1780E,0-1780Е,00-00000774,"Халат женский, светло-зеленый, из шифона, манжеты декорированы серыми пайетками",N,N,N,,CANDIDATE_MASTER
SKU-0e754b881804d5f7,0-1780C,0-1780С,00-00000772,"Халат женский, белый, из шифона, манжеты декорированы белыми пайетками",N,N,N,,CANDIDATE_MASTER
SKU-3f176e4ff008fcb2,0-1788A,0-1788 А,00-00000237,"Платье женское, черное, из хлопка. с вышивкой 3Д",N,N,N,,CANDIDATE_MASTER
SKU-fbc14346c4ce62e4,0-1789,0-1789,00-00000210,"Платье-рубашка женское, голубое, из хлопка",N,N,N,,CANDIDATE_MASTER
SKU-24780b9c49834240,0-1793,0-1793,00-00000533,"Юбка женская, черная, из пайеточной ткани, свышивкой ""ЦВЕТЫ""",N,N,N,,CANDIDATE_MASTER
SKU-f753c23ef7289ff4,0-1793A,0-1793А,00-00000805,"Юбка женская, серая, из пайеточной ткани, с васшитым розовым цветком",N,N,N,,CANDIDATE_MASTER
SKU-567cf26c7a6ea8fa,0-1793B,0-1793В,00-00000860,"Юбка женская, черная, из пайеточной ткани, с расшитым белым цветком",N,N,N,,CANDIDATE_MASTER
SKU-6f0d455cd8965d4d,0-1793C,0-1793С,00-00000862,"Юбка женская, черная, из шерсти, с аппликационной вышивкой бархатом",N,N,N,,CANDIDATE_MASTER
SKU-742971417a5d6ca4,0-1794,0-1794,00-00000528,"Юбка женская, серая, из пайеточной ткани, с вышивкой ""ЦВЕТЫ""",N,N,N,,CANDIDATE_MASTER
SKU-94a4d772b2df3be3,0-1802,0-1802,00-00000301,"Пальто женское, черное, из фатина, с декором ""Снегири""",N,N,N,,CANDIDATE_MASTER
SKU-1acf769a095fb3aa,0-1810,0-1810,00-00000317,"Платье женское, черное, из сетки, с вышитыми птицами ""снегири""",N,Y,N,127200.0,CANDIDATE_MASTER
SKU-14450b47e044a957,0-1810A,0-1810А,00-00000318,"Платье женское, серое, из сетки, с вышитым декором ""Снегири""",N,Y,N,197578.96,CANDIDATE_MASTER
SKU-81defb320d6e7c5a,0-1811,0-1811,00-00000319,"Платье женское, бежевое, из фатина, с вышивкой ""Цветы""",N,Y,N,127631.0,CANDIDATE_MASTER
SKU-d916a914e24e64a6,0-1812,0-1812,00-00000320,"Платье женское, бежевое, из фатина, с вышивкой ""Листья"", с объемными ракавами",N,Y,N,75750.0,CANDIDATE_MASTER
SKU-851632a39014757d,0-1813,0-1813,00-00000321,"Платье женское, бежевое, из фатина, с вышивкой ""Листья""",N,N,N,,CANDIDATE_MASTER
SKU-dc31ce6981d89bb6,0-1814,0-1814,00-00000322,"Платье вечернее женское, черное, из бархата, с вышивкой по лифу",N,N,N,,CANDIDATE_MASTER
SKU-62f5b2b625986ced,0-1816,0-1816,00-00000324,"Блуза женская, черная, из фатина, с вышивкой ""Птицы""",N,N,N,,CANDIDATE_MASTER
SKU-9c89b48e7541f29b,0-1817,0-1817,00-00000242,"Платье женское, светло-зеленое, из хлопка, с вышивкой ""Цветы""",N,N,N,,CANDIDATE_MASTER
SKU-5dadd97122471dc3,0-1818,0-1818,00-00000240,"Блуза женская, белая, из трикотажа, с декором из сетки",N,N,N,,CANDIDATE_MASTER
SKU-77e01aaa79f7df6a,0-1818A,0-1818А,00-00000239,"Блуза женская, черная, из трикотажа, с декором из сетки",N,N,N,,CANDIDATE_MASTER
SKU-e84e7d8481b77267,0-1819,0-1819,00-00000244,"Салфетка белая, из хлопка, с вышивкой ""снегирь""",N,N,N,,CANDIDATE_MASTER
SKU-465615e61d3328af,0-1820,0-1820,00-00000245,"Салфетка белая, из хлопка, с вышивкой ""трава""",N,N,N,,CANDIDATE_MASTER
SKU-f97b75d7cc82d97b,0-1821,0-1821,00-00000330,"Комбинезон женский, черный, из шифона, декорирован перьями страуса",N,N,N,,CANDIDATE_MASTER
SKU-01fe9ec57add427a,0-1821A,0-1821А,00-00000329,"Комбинезон женский, бежевый, из шифона, декорирован перьями страуса",N,Y,N,101000.0,CANDIDATE_MASTER
SKU-976ac9c638785caf,0-1821B,0-1821В,00-00000441,"Комбинезон женский, розовый, из шифона, по горловине стойка, переходящая в бант",N,N,N,,CANDIDATE_MASTER
SKU-c517282c4d457b52,0-1823A,0-1823А,00-00000335,"Брюки женские, черные, из крепа, зауженные к низу",N,N,N,,CANDIDATE_MASTER
SKU-16e80dfd3c5ab4bc,0-1823B,0-1823В,00-00000334,"Юбка женская, черная, из крепа",N,N,N,,CANDIDATE_MASTER
SKU-b54c072660265bf0,0-1823C,0-1823С,00-00000333,"Жакет женский, черный, из шерсти, декорирован расшитыми ""птицами""",N,N,N,,CANDIDATE_MASTER
SKU-f93e746577cfb85f,0-1831,0-1831,00-00000347,"Юбка женская, черная, из дюшеса, с вышивкой и декором из перьев страуса",N,N,N,,CANDIDATE_MASTER
SKU-578043f5381e5419,0-1832,0-1832,00-00000348,"Пальто женское, серое, из фатина, с декором ""Снегири""",N,N,N,,CANDIDATE_MASTER
SKU-55d663601f07a56a,0-1838,0-1838,00-00000263,Прихватка для кухни,N,N,N,,CANDIDATE_MASTER
SKU-0d5fb745df5c8d94,0-1840A,0-1840А,00-00000288,"Брюки-джоггеры женские, черные, из крепа",N,N,N,,CANDIDATE_MASTER
SKU-13538b845056073e,0-1841,0-1841,00-00000296,"Блуза женская, черная, из бархата и фатина, с декоративными деталями на рукавах",N,N,N,,CANDIDATE_MASTER
SKU-32cc8824ffa4dd6f,0-1842,0-1842,00-00000297,"Юбка женская, черная, из трикотажа, с отделкой из тафты",N,N,N,,CANDIDATE_MASTER
SKU-2ae6ae8b64ed55d7,0-1845,0-1845,00-00000257,"Сумка ""ШОПИНГБЭК"" с вышивкой SUMAN",N,N,N,,CANDIDATE_MASTER
SKU-20487f96c2509761,0-1846,0-1846,00-00001235,"Брюки женские, черные, из футера, с аппликационным рисунком ""зебра""",N,N,N,,CANDIDATE_MASTER
SKU-9a0f338fa4246c06,0-1847,0-1847,00-00000294,ободок на металлической основе,N,N,N,,CANDIDATE_MASTER
SKU-a9e2cd0e7b290578,0-1848,0-1848,00-00000298,повязка для волос,N,N,N,,CANDIDATE_MASTER
SKU-8e0da885524d5505,0-1849,0-1849,00-00000423,"Заколка для волос женская, черная, из шелка в виде банта",N,N,N,,CANDIDATE_MASTER
SKU-678811eb3d0b3710,0-1850,0-1850,00-00000424,"Резинка для волос женская, черная, со сборкой по окружности",N,N,N,,CANDIDATE_MASTER
SKU-7fa288c4d0c811e7,0-1853A,0-1853А,00-00000554,"Куртка женская, черная, из эко-кожи, с рукавом ""реглан""",N,N,N,,CANDIDATE_MASTER
SKU-a5af9a39dae875f0,0-1855,0-1855,00-00000497,"Платье женское, белое, из футера, с асимметричной аппликационной вышивкой",N,N,N,,CANDIDATE_MASTER
SKU-68ed40bc8b1ae82e,0-1860,0-1860,00-00000541,"Платье женское, черное с оранжевым, из крепа, с вышивкой ""ФЕЯ""",N,N,N,,CANDIDATE_MASTER
SKU-cfdf84f5628b855d,0-1862,0-1862,00-00001218,"Юбка женская, черная, из футера, с вышивкой на боковом шве",N,N,N,,CANDIDATE_MASTER
SKU-4046cc6cb1419b93,0-1864,0-1864,00-00000283,"Юбка женская, черная, из крепа, с принтом ""Цветок""",N,N,N,,CANDIDATE_MASTER
SKU-34f47c0c4894d204,0-1865,0-1865,00-00000279,"Пальто женское, черное, из плащевой ткани, с принтом ""Цветок""",N,N,N,,CANDIDATE_MASTER
SKU-81c1fc415f25e8df,0-1866,0-1866,00-00001219,"Свитшот женский, белый, из футера, с черным лампасом",N,N,N,,CANDIDATE_MASTER
SKU-dfe2d92c592a40f6,0-1868A,0-1868A,00-00000714,"Рубашка женская, черная с принтом "" белая Y"", из шелка, с рукавом ""кимоно""",N,Y,N,116762.0,CANDIDATE_MASTER
SKU-ad9836d2001037f0,0-1868B,0-1868B,00-00000708,"Рубашка женская, черная с принтом ""цветные капли"", из батиста, с рукавом ""кимоно""",N,Y,N,120600.0,CANDIDATE_MASTER
SKU-4e9a8baaa9d0ff7a,0-1868C,0-1868C,00-00000662,"Рубашка женская, голубая с принтом ""птицы"", из штапеля, с рукавом ""кимоно""",N,N,N,,CANDIDATE_MASTER
SKU-cff9c981c20180a1,0-1869A,0-1869A,00-00000713,"Брюки женские, черные с принтом ""белая Y"", из шелка, с отделкой ""лампас"", широкие",N,Y,N,64371.0,CANDIDATE_MASTER
SKU-84118f94ba4c2e04,0-1869B,0-1869B,00-00000709,"Брюки женские, черные с принтом ""цветные капли"", из батиста, расклешенные к низу",N,Y,N,92500.0,CANDIDATE_MASTER
SKU-fc5330bc57d912ff,0-1869C,0-1869C,00-00000663,"Брюки женские, голубые с принтом ""птицы"", из штапеля",N,N,N,,CANDIDATE_MASTER
SKU-d099d3015fdcacf7,0-1870,0-1870,00-00000270,"Платье женское, черное, из эко-кожи и бархата, декорировано белым воротником",N,N,N,,CANDIDATE_MASTER
SKU-fb23626fc1dd3412,0-1871,0-1871,00-00000271,"Юбка женская, бежевая, из фатина, с принтом ""листья""",N,Y,N,214340.0,CANDIDATE_MASTER
SKU-27ede7c60bfde2b7,0-1871A,0-1871А,00-00000272,"Юбка женская, белая, из фатина, с принтом ""листья""",N,N,N,,CANDIDATE_MASTER
SKU-824dac9f3a1cfd5c,0-1871B,0-1871В,00-00000274,"Юбка женская, черная, из фатина, с принтом ""листья""",N,Y,N,30000.0,CANDIDATE_MASTER
SKU-42ba2962e5897543,0-1871Г,0-1871Г,00-00000766,"Юбка женская, серая, из сетки, с розовым принтом ""листья""",N,Y,N,30950.0,CANDIDATE_MASTER
SKU-af95c5f02784a314,0-1871Д,0-1871Д,00-00000767,"Юбка женская, розовая, из фатина, с принтом ""листья""",N,Y,N,45770.0,CANDIDATE_MASTER
SKU-48ac14958204083a,0-1873,0-1873,00-00000275,"Куртка женская, черная, из эко-кожи, с вышивкой ""Цветок""",N,Y,N,18900.0,CANDIDATE_MASTER
SKU-b02344bedc04bea3,0-1873A,0-1873А,00-00000478,"Куртка женская, розовая, из эко-кожи, с асимметричной застежкой ""молния""",N,N,N,,CANDIDATE_MASTER
SKU-46834d5bd9318ceb,0-1874,0-1874,00-00000276,"Пальто женское, черное, из кашемира с принтом ""Цветок""",N,N,N,,CANDIDATE_MASTER
SKU-d99ae77687a50bad,0-1874A,0-1874А,00-00000277,"Пальто женское, розовое, из кашемира с принтом ""Цветок""",N,N,N,,CANDIDATE_MASTER
SKU-88f40cf9b4cc5cd2,0-1875,0-1875,00-00000278,"Платье женское, синее, из джерси, с кружевной вставкой по лифу",N,N,N,,CANDIDATE_MASTER
SKU-0c133cc003b0cedc,0-1876,0-1876,00-00000284,"Платье женское, черное, из стрейч бархата, с белым кружевным воротником, приталенное",N,Y,N,13800.0,CANDIDATE_MASTER
SKU-26d43b9504c5c69a,0-1877,0-1877,00-00000287,"Блуза женская, черная, из трикотажа, свободного силуэта",N,N,N,,CANDIDATE_MASTER
SKU-483c136ae41c2483,0-1877B,0-1877B,00-00000285,"Блуза женская, оранжевая, из трикотажа, свободного силуэта",N,N,N,,CANDIDATE_MASTER
SKU-7f01854045cffe4c,0-1877A,0-1877А,00-00000286,"Блуза женская, белая, из трикотажа, свободного силуэта",N,N,N,,CANDIDATE_MASTER
SKU-e5735d94461bc32c,0-1878,0-1878,00-00000290,"Жакет женский, темно-синий, из джерси, с принтом ""Цветок""",N,Y,N,11850.0,CANDIDATE_MASTER
SKU-a3849a78c05ee5ee,0-1878A,0-1878А,00-00000879,"Жакет женский, черный, из джерси, декорирован вышитыми листьями из кожи",N,N,N,,CANDIDATE_MASTER
SKU-595f13f52b26823d,0-1879,0-1879,00-00000273,"Юбка женская, темно-синяя, из джерси, с принтом ""цветок""",N,Y,N,12800.0,CANDIDATE_MASTER
SKU-cacf4a808ad1befa,0-1879A,0-1879А,00-00000880,"Юбка женская, черная, из джерси, декорирована вышитыми листьями из кожи",N,N,N,,CANDIDATE_MASTER
SKU-76a8809fdbf3758d,0-1879B,0-1879В,00-00000899,"Юбка женская, черная, из бархата, средней длины, без декора",N,Y,N,27000.0,CANDIDATE_MASTER
SKU-233483be8ced50b4,0-1881,0-1881,00-00000289,"Брюки женские, черные, из крепа, укороченные и зауженные к низу",N,N,N,,CANDIDATE_MASTER
SKU-c3dfc640eebff50e,0-1882,0-1882,00-00000516,"Юбка женская, черная, из фатина, с шелковой отделкой по низу юбки",N,N,N,,CANDIDATE_MASTER
SKU-dc3b99a1026f07ca,0-1882A,0-1882А,00-00000517,"Юбка женская, белая, из фатина, с шелковой отделкой по низу юбки",N,Y,N,15000.0,CANDIDATE_MASTER
SKU-1576f1d522c227ae,0-1896,0-1896,00-00000299,"Свитшот женский, белый, из футера, с черным принтом ""Цветок""",N,N,N,,CANDIDATE_MASTER
SKU-b98d38219d528084,0-1899,0-1899,00-00000300,"Брюки женские, черные, из футера, с поясом ""рибана""",N,Y,N,144604.0,CANDIDATE_MASTER
SKU-a9b459cb940f6d8b,0-1899A,0-1899A,00-00001631,"Брюки женские, бежевые, из футера, с поясом ""рибана""",N,Y,N,13880.0,CANDIDATE_MASTER
SKU-0922dce7771600e2,0-1899B,0-1899B,00-00001633,"Брюки женские, голубые, из футера, с поясом ""рибана""",N,Y,N,13218.0,CANDIDATE_MASTER
SKU-9f75be8130dbe537,0-1899C,0-1899C,00-00001634,"Брюки женские, розовые, из футера, с поясом ""рибана""",N,Y,N,33045.0,CANDIDATE_MASTER
SKU-71bc6c2464cff247,0-1905A,0-1905А,00-00000479,"Платье вечернее женское, розовое, из фатина, декорировано вышитыми цветами",N,N,N,,CANDIDATE_MASTER
SKU-b95bd691cb8bc8a1,0-1906,0-1906,00-00001415,"Платье женское, белое, из фатина, с белым принтом ""листья""",N,Y,N,96030.0,CANDIDATE_MASTER
SKU-2d760a47d2b3f17d,0-1906A,0-1906А,00-00000489,"Платье женское, черное, из фатина, с принтом ""листья""",N,N,N,,CANDIDATE_MASTER
SKU-3d61efbf24ba8c4d,0-1906B,0-1906В,00-00000700,"Платье женское, белое, из фатина, с черным принтом ""листья""",N,N,N,,CANDIDATE_MASTER
SKU-bb0e28631d1b14ed,0-1911,0-1911,00-00000588,"Платье женское, белое, из фатина, с черным принтом ""горох""",N,N,N,,CANDIDATE_MASTER
SKU-af9a3b6224ade590,0-1911A,0-1911А,00-00000589,"Платье женское, черное, из фатина, с белым принтом ""горох""",N,N,N,,CANDIDATE_MASTER
SKU-69dc1efda74b6f5b,0-1928,0-1928,00-00000484,"Платье женское, белое, из шерсти, c аппликацией ""Цветки"" на рукавах",N,N,N,,CANDIDATE_MASTER
SKU-a99f96d11a789523,0-1929A,0-1929А,00-00000442,"Платье женское, темно-серое, из трикотажа, асимметричное, по рукаву-бархатный лампас",N,N,N,,CANDIDATE_MASTER
SKU-f51413f4be75107f,0-1933A,0-1933А,00-00000443,"Платье женское, черное, из трикотажа, с мягкой драпировкой",N,Y,N,28700.0,CANDIDATE_MASTER
SKU-3956827c3c7a35e9,0-1937,0-1937,00-00000337,Маска защитная белая с черным принтом,N,N,N,,CANDIDATE_MASTER
