sku_id,canonical_sku,article,code_1c,name,in_cost,in_sales,in_intersection,sales_revenue_rub,status
SKU-bdba3194a77190e4,00-00000202,,00-00000202,Доставка по миру,N,N,N,,CANDIDATE_MASTER
SKU-a063f88fc17f5bd9,00-00000131,,00-00000131,Доставка по Москве,N,N,N,,CANDIDATE_MASTER
SKU-0cee55c023fc4e12,00-00000132,,00-00000132,Доставка по России,N,N,N,,CANDIDATE_MASTER
SKU-f420e52d1b55fae1,00-00000133,,00-00000133,Международная доставка,N,N,N,,CANDIDATE_MASTER
SKU-4f85f1d854515ff7,00-00000909,,00-00000909,"Блуза женская, черная, из бархата, декорирована белым воротником и ниткой жемчуга",N,N,N,,CANDIDATE_MASTER
SKU-13f64e13f87ec00e,00-00001773,,00-00001773,"Брюки женские, черные, из бархата, прямого кроя, на резинке",N,N,N,,CANDIDATE_MASTER
SKU-c55eae89e030f37b,00-00000768,,00-00000768,Комиссионное вознаграждение,N,N,N,,CANDIDATE_MASTER
SKU-8f5163a90475e2cc,00-00001881,,00-00001881,"Юбк женская, серая, из льна",N,N,N,,CANDIDATE_MASTER
SKU-118cbab8fe6c6f60,00-00000595,,00-00000595,Доставка DPD Екатеринбург,N,N,N,,CANDIDATE_MASTER
SKU-a7425ff8ad14cc47,0-1036,0-1036,00-00000196,"Юбка женская, зеленая с рисунком, из хлопка",N,N,N,,CANDIDATE_MASTER
SKU-99848a35354b1594,0-1040,0-1040,00-00000384,"Платье женское, зеленое, из шелковой ткани",N,N,N,,CANDIDATE_MASTER
SKU-14832cc8c8f29149,0-1043,0-1043,00-00000865,"Пальто женское, черное, из бархата, с расшитыми ""звездами""",N,Y,N,434653.82,CANDIDATE_MASTER
SKU-5e48f9aa78a93643,0-1050,0-1050,00-00000205,"Платье-рубашка женское, серое в горох, из хлопка",N,N,N,,CANDIDATE_MASTER
SKU-3085dcb5f43828e0,0-1053,0-1053,00-00000439,"Жилет женский, черный, из шерстяной ткани, с отделкой из металлических ""молний""",N,N,N,,CANDIDATE_MASTER
SKU-800c573f32029c01,0-1068,0-1068,00-00000252,"Халат женский, черный,  из шелка,с вышивкой и белым кантом",N,N,N,,CANDIDATE_MASTER
SKU-3554a47789bfb14f,0-1075,0-1075,00-00000026,"Блуза женская, белая, из трикотажа, с логотипом YANINA",N,N,N,,CANDIDATE_MASTER
SKU-fa806fd263f74b89,0-1075A,0-1075А,00-00000667,"Блуза женская, белая, из трикотажа, с отделкой из жемчуга по горловине",N,N,N,,CANDIDATE_MASTER
SKU-a649809acdfef7fc,0-1075B,0-1075В,00-00000668,"Блуза женская, черная, из трикотажа, с отделкой из жемчуга по горловине",N,N,N,,CANDIDATE_MASTER
SKU-91175f0949bc4e18,0-1079,0-1079,00-00001217,"Юбка женская, зеленая, из сетки, с расшивкой зелеными пайетками",N,N,N,,CANDIDATE_MASTER
SKU-2ce8d2616a78155c,0-1079A,0-1079А,00-00001216,"Юбка женская, розовая, из сетки, с расшивкой розовыми пайетками",N,N,N,,CANDIDATE_MASTER
SKU-ff99450853dd207c,0-1087,0-1087,00-00000400,"Платье женское, черное из кружева прямого силуэта",N,N,N,,CANDIDATE_MASTER
SKU-086af9b3cabad967,0-1087A,0-1087А,00-00000383,"Платье женское, фиолетовое, из кружева прямого силуэта",N,N,N,,CANDIDATE_MASTER
SKU-610246432960e844,0-1098,0-1098,00-00000280,"Блуза женская, бежевая, из крепа, с вышивкой YC",N,N,N,,CANDIDATE_MASTER
SKU-b349566f507fd325,0-1098A,0-1098А,00-00000281,"Блуза женская, серая, из крепа, с вышивкой YC",N,N,N,,CANDIDATE_MASTER
SKU-24555e296ef9b73e,0-1098B,0-1098В,00-00000282,"Блуза женская, черная, из крепа, с вышивкой YC",Y,Y,Y,36570.0,CANDIDATE_MASTER
SKU-e4fddd882481d866,0-1124,0-1124,00-00000206,"Платье женское, голубое, из хлопка, с застежкой ""планка""",N,N,N,,CANDIDATE_MASTER
SKU-0a256ecf19c906c3,0-1137,0-1137,00-00000380,"Платье женское, черное, из крепа длинное с резными линиями",N,N,N,,CANDIDATE_MASTER
SKU-5618376992c5ca5b,0-1148,0-1148,00-00001344,"Платье женское, черное, короткое, из трикотажа, декорировано ""жабо"" по горловине",N,N,N,,CANDIDATE_MASTER
SKU-1b33e0646f85c02e,0-1167B,0-1167в,00-00001882,"Юбка женская, серая, из костюмной ткани, декором по низу юбки.",N,N,N,,CANDIDATE_MASTER
SKU-80158764dc7dba93,0-1178,0-1178,00-00000062,"Пальто-халат женское, черное, из бархата, длинное, с поясом",Y,Y,Y,569455.0,CANDIDATE_MASTER
SKU-ebabc3ddba1ddca5,0-1187D,0-1187D,00-00001167,"Блуза женская, черная в белый горох, из шелка, с отделкой белым кантом",N,Y,N,126000.0,CANDIDATE_MASTER
SKU-6a9a50299b9a9b85,0-1187E,0-1187E,00-00001164,"Брюки женские, черные, из шелка, с белым кантом",N,N,N,,CANDIDATE_MASTER
SKU-f66e43d3aba29e00,0-1187F,0-1187F,00-00001284,"Рубашка женская, черная, из бархата, с отделкой белым кантом",N,Y,N,89865.0,CANDIDATE_MASTER
SKU-5f4ea472f8705222,0-1187G,0-1187G,00-00001285,"Брюки женские, черные, из бархата, с отделкой белым кантом",N,Y,N,78570.0,CANDIDATE_MASTER
SKU-cf4ec2edd3d9dec7,0-1187A,0-1187А,00-00000665,"Брюки женские, голубые с принтом ""Птицы"", из штапеля, зауженные",N,N,N,,CANDIDATE_MASTER
SKU-7ad52055711207fe,0-1187B,0-1187В,00-00000666,"Рубашка женская, голубая с принтом ""Птицы"", из штапеля",N,N,N,,CANDIDATE_MASTER
SKU-0959d4ff9c301624,0-1187Г,0-1187Г,00-00000792,"Брюки женские, голубые с принтом ""Бабочки"", из хлопка, с отделкой белым кантом",N,N,N,,CANDIDATE_MASTER
SKU-aee404687655fe3b,0-1189A,0-1189A,00-00001250,"Юбка женская, черная, из шерсти, состоящая из четырех ярусов",N,N,N,,CANDIDATE_MASTER
SKU-4061d90028df52e9,0-1206,0-1206,00-00000067,"Брюки-леггинсы, женские, черные, из стрейч бархата",N,N,N,,CANDIDATE_MASTER
SKU-da3ddad953b70080,0-1225A,0-1225А,00-00000567,"Платье женское, черное, из бархата, с объемными рукавами из фатина",N,N,N,,CANDIDATE_MASTER
SKU-265b735ed927528b,0-1237,0-1237,00-00000008,"Платье женское, черное, из крепа, с объемным ярусом по низу",N,Y,N,19128.0,CANDIDATE_MASTER
SKU-d29b571bfcc4bab2,0-1237A,0-1237А,00-00000600,"Платье женское, черное, из бархата, декорировано белой кружевной тесьмой",Y,Y,Y,37710.0,CANDIDATE_MASTER
SKU-612c982fc168ad81,0-1239,0-1239,00-00000365,"Платье женское, желтое с люрексом из трикотажа",N,N,N,,CANDIDATE_MASTER
SKU-0d72efd07e61f4f9,0-1241,0-1241,00-00000590,"Юбка женская, черная, из фатина, расшита крупными пайетками",N,N,N,,CANDIDATE_MASTER
SKU-116dc6d224ec3a94,0-1241A,0-1241А,00-00000591,"Юбка женская, белая, из фатина, расшита крупными пайетками",N,Y,N,15000.0,CANDIDATE_MASTER
SKU-29e6e598fb21ceac,0-1242,0-1242,00-00000703,"Халат женский, черный, из шелка, с белым кантом и вышивкой на кармане",N,Y,N,20000.0,CANDIDATE_MASTER
SKU-f42fd16d97f41f5b,0-1250,0-1250,00-00000361,"Платье женское, черное, длинное, из трикотажа с вышитыми вставками в области талии",N,N,N,,CANDIDATE_MASTER
SKU-438428ccaf135631,0-1263,0-1263,00-00000360,"Платье женское, красное, из трикотажа, длинное",N,N,N,,CANDIDATE_MASTER
SKU-1df0058b8fb0130b,0-1264,0-1264,00-00000367,"Платье женское, черное, из жаккарда, отрезное по линии талии",N,N,N,,CANDIDATE_MASTER
SKU-cd6fe7952e693980,0-1265,0-1265,00-00000552,"Платье женское, черное, из трикотажа, с асимметричной драпировкой",N,N,N,,CANDIDATE_MASTER
SKU-dd33385ee982f243,0-1268A,0-1268А,00-00000530,"Юбка женская, черная, из экокожи, декорирована перьями страуса и камнями",N,N,N,,CANDIDATE_MASTER
SKU-822caf1147074e9d,0-1272,0-1272,00-00000089,Чулки из экокожи Basic,N,N,N,,CANDIDATE_MASTER
SKU-83078ed38558ea96,0-1275A,0-1275А,00-00000224,"Платье женское, зеленое с рисунком, из хлопка, длинное",N,N,N,,CANDIDATE_MASTER
SKU-7819bb2eb1dde7be,0-1280A,0-1280А,00-00000328,"Юбка женская, бежевая с черной вышивкой, из фатина, декорирована перьями страуса",N,N,N,,CANDIDATE_MASTER
SKU-deda8bcaf6e32684,0-1284,0-1284,00-00001251,"Платье женское, зеленое, из бархата, лиф декорирован сеткой с бисером",N,N,N,,CANDIDATE_MASTER
SKU-a00fd85375e560a8,0-1288,0-1288,00-00000437,"Платье женское, черное, из дюшеса, без рукавов",N,N,N,,CANDIDATE_MASTER
SKU-124b2ff53ca185c6,0-1288A,0-1288А,00-00000438,"Платье женское, зеленое с бежевым рисунком, из дюшеса, без рукавов",N,N,N,,CANDIDATE_MASTER
SKU-1304572d3d43df65,0-1293,0-1293,00-00000357,"Платье женское, желтое, из тафты, с открытыми плечами",N,N,N,,CANDIDATE_MASTER
SKU-1070250d544dcfd4,0-1293,0-1293,00-00000109,"Платье женское, синее, из чесучи, с объемными рукавами",N,N,N,,CANDIDATE_MASTER
SKU-ee57d5d66bdb0f1b,0-1293A,0-1293А,00-00000358,"Платье женское, терракотовое, из тафты, с открытыми плечами",N,N,N,,CANDIDATE_MASTER
SKU-75ca226da7353d84,0-1303,0-1303,00-00000586,"Юбка женская, коричневая, из бархата, декорирована вышивкой и тесьмой",N,Y,N,35000.0,CANDIDATE_MASTER
SKU-c77f5dfab8eb1837,0-1306,0-1306,00-00000093,"Платье женское, черное, из стрейч бархата, отрезное по линии талии",N,N,N,,CANDIDATE_MASTER
SKU-d245682a5c1cc7c8,0-1310,0-1310,00-00000547,"Платье женское, зеленое, из фатина, с аппликационной вышивкой ""Птицы""",N,N,N,,CANDIDATE_MASTER
SKU-a99273ef6e494068,0-1311,0-1311,00-00000331,"Платье вечернее женское, серое, из фатина, с вышивкой по лифу",N,N,N,,CANDIDATE_MASTER
SKU-242df108e2142496,0-1317,0-1317,00-00000499,"Платье женское, серебряное, из пайеточной ткани, декорировано боа страуса",N,N,N,,CANDIDATE_MASTER
SKU-f343754eeba5805a,0-1325,0-1325,00-00000794,"Брюки женские, черные, из крепа, с мягкими складками по талии",N,N,N,,CANDIDATE_MASTER
SKU-bc9c33ba7d62f1b4,0-1335,0-1335,00-00000585,"Юбка женская, черная, из атласа, декорирована вышивкой и перьями страуса",N,N,N,,CANDIDATE_MASTER
SKU-edeb0e4e908e2af8,0-1342,0-1342,00-00000305,"Платье женское, черное, из шифона, с вышивкой в стиле 3Д",N,N,N,,CANDIDATE_MASTER
SKU-983afdc7bb3db36d,0-1349,0-1349,00-00000103,"Платье женское, синее в горох, из трикотажа, с декором ""Цветок""",N,N,N,,CANDIDATE_MASTER
SKU-845dcf73357a3916,0-1350,0-1350,00-00000104,"Платье женское, синее в горох, из трикотажа, декорировано бантом из основной ткани",N,N,N,,CANDIDATE_MASTER
SKU-e34ff15ea3446d83,0-1354,0-1354,00-00000238,"Блуза женская, красная, из хлопка, с объемными рукавами",N,N,N,,CANDIDATE_MASTER
SKU-6922bc691776a203,0-1355,0-1355,00-00000265,"Юбка женская, синяя, из пайеточной ткани",N,N,N,,CANDIDATE_MASTER
SKU-1e6d6ec79aa82d59,0-1355A,0-1355А,00-00000362,"Юбка женская, розовая, из шелка, декорирована пайетками",N,N,N,,CANDIDATE_MASTER
SKU-abf3721d4ef471c4,0-136,0-136,00-00000343,"Блуза женская, белая, из трикотажа, с декором из сетки по горловине",N,N,N,,CANDIDATE_MASTER
SKU-ba16a25e7bee2e7a,0-1365,0-1365,00-00000006,"Свитер женский, черный, из хлопка, с провязкой ""MIMOSA O'CLOCK""",N,Y,N,25900.0,CANDIDATE_MASTER
SKU-1253b1debeae12ba,0-1366,0-1366,00-00000389,"Платье женское, синее, из шелкого крепа с асимметричным вырезом горловины",N,N,N,,CANDIDATE_MASTER
SKU-6f4b02951c0bfcf9,0-1378,0-1378,00-00000027,"Рубашка женская, белая, из хлопка, свободного силуэта,воротник - стойка",N,N,N,,CANDIDATE_MASTER
SKU-0d4b39d385b3ed1f,0-1379,0-1379,00-00000546,"Юбка женская, черная, из бархата, декорирована вставкой из кружева и помпонами",N,Y,N,18739.0,CANDIDATE_MASTER
SKU-57d3bda487740137,0-1390,0-1390,00-00000540,"Платье женское, черное, из бархата, с вышивкой ""КОЛЬЕ""",N,N,N,,CANDIDATE_MASTER
SKU-b9571e34eacd4366,0-1413,0-1413,00-00000061,"Тренчкот женский, черный, из плащевой ткани, с логотипом YANINA",N,N,N,,CANDIDATE_MASTER
SKU-dd6c82cf3d035bc6,0-1414,0-1414,00-00000015,"Пальто-халат женское, черное, из бархата, укороченное, с лампасом по рукаву",N,Y,N,69010.0,CANDIDATE_MASTER
SKU-f2e8e9115b69e80c,0-1415,0-1415,00-00000014,"Пальто-халат женское, черное, из бархата, длинное, с лампасом по рукаву",N,N,N,,CANDIDATE_MASTER
SKU-5452d876b6a40399,0-1416,0-1416,00-00000013,"Брюки женские, черные, из стрейч бархата, с шелковым лампасом",Y,Y,Y,396444.0,CANDIDATE_MASTER
SKU-d803e8eccbb2811f,0-1416A,0-1416A,00-00001383,"Брюки-джоггеры женские, черные, из стрейч бархата, с отделкой белым принтом",N,N,N,,CANDIDATE_MASTER
SKU-25befcacc8a1c4d2,0-1416B,0-1416B,00-00001646,"Брюки женские, синие, из стрейч бархата, с шелковым лампасом",Y,N,N,,CANDIDATE_MASTER
SKU-dedb21e23eab4329,0-1417,0-1417,00-00000012,"Брюки женские, черные, из стрейч бархата, с отлетной деталью",N,Y,N,30385.0,CANDIDATE_MASTER
SKU-b86354ebf1a44b62,0-1418,0-1418,00-00000011,"Свитшот женский, черный, из бархата, с декоративными элементами на рукавах",Y,Y,Y,396635.0,CANDIDATE_MASTER
SKU-2cf85ac0b680da71,0-1418A,0-1418A,00-00001645,"Свитшот женский, синий, из бархата, с декоративными элементами на рукавах",Y,Y,Y,33150.0,CANDIDATE_MASTER
SKU-6a018646b8eb5da3,0-1419,0-1419,00-00000020,"Куртка женская, черная, из бархата, с логотипом YANINA",N,N,N,,CANDIDATE_MASTER
SKU-b99c4d69db5cbac8,0-1420,0-1420,00-00000007,"Свитшот женский, черный, из бархата, с расшивкой по рукаву",N,N,N,,CANDIDATE_MASTER
SKU-d7a6d1ba4e4447c1,0-1421,0-1421,00-00000004,"Комбинезон женский, черный, из крепа, декорирован белым воротником из хлопка",N,N,N,,CANDIDATE_MASTER
SKU-3cf5957e4bb10e67,0-1422,0-1422,00-00000068,"Свитшот женский, черный, из футера, с аппликацией ""Стрелиция"" и отделкой белым лампасом по рукаву",N,N,N,,CANDIDATE_MASTER
SKU-327063df60bbb4a2,0-1423,0-1423,00-00000002,"Юбка-баска женская, черная, из чесучи, со складками ""плиссе""",N,Y,N,30210.0,CANDIDATE_MASTER
SKU-19edd1e4939edbd4,0-1424,0-1424,00-00000023,"Юбка женская, черная, из фатина, с аппликационной вышивкой",N,N,N,,CANDIDATE_MASTER
SKU-c5eec75d061575e6,0-1425,0-1425,00-00000022,Браслет с вышивкой бисером Basic,N,N,N,,CANDIDATE_MASTER
SKU-88140837bca8e43d,0-1435,0-1435,00-00000972,"Платье женское, синее, из пайеточной ткани, приталенного силуэта",N,N,N,,CANDIDATE_MASTER
SKU-5fe87f550d77ba47,0-1440,0-1440,00-00000971,"Платье женское, синее, из шелка, с розовым лифом с аппликационной вышивкой и расшивкой",N,N,N,,CANDIDATE_MASTER
SKU-d34fdb0cb84249d4,0-1442,0-1442,00-00000025,"Юбка женская, черная, из фатина, с принтом ""горошек""",Y,Y,Y,420842.0,CANDIDATE_MASTER
SKU-a143e4c2b08bb0ed,0-1442B,0-1442В,00-00000594,"Юбка женская, черная, из фатина, с декором ""круги""",N,N,N,,CANDIDATE_MASTER
SKU-9c85ffaa8a7eb4dc,0-1442C,0-1442С,00-00000598,"Юбка женская,белая,из фатина, с декором ""круги""",N,Y,N,18850.0,CANDIDATE_MASTER
SKU-864e4204a34a43d4,0-1443,0-1443,00-00000028,"Cвитшот женский, черный, из футера, с декором принт ""Белый медведь""",N,N,N,,CANDIDATE_MASTER
SKU-0a4e9daaa511d20b,0-1444,0-1444,00-00000003,"Свитшот женский, черный, из футера, с принтом YANINA удлиненный с капюшоном",N,N,N,,CANDIDATE_MASTER
SKU-349bda5a7937114c,0-1444A,0-1444A,00-00001158,"Свитшот женский, черный, из футера, с декором принт ""дерево, птица, Yanina"", с капюшоном",N,Y,N,100040.0,CANDIDATE_MASTER
SKU-e458078b05a00bd0,0-1445,0-1445,00-00000071,"Платье женское, черное с бежевым и зеленым, из джерси, прямого силуэта",N,N,N,,CANDIDATE_MASTER
SKU-c9beaf4c9b9a3b45,0-1446,0-1446,00-00000001,"Свитер женский, черный, из хлопковой пряжи, с лого YANINA",N,N,N,,CANDIDATE_MASTER
SKU-9f15c15b768a7d0b,0-1449,0-1449,00-00000063,"Брюки женские, черные, из футера, с белым лампасом",N,N,N,,CANDIDATE_MASTER
SKU-164515303f66ad45,0-1450,0-1450,00-00000072,"Платье женское, черное с бежевым, из бархата и джерси, приталенное",N,N,N,,CANDIDATE_MASTER
SKU-04e66d0062fb307e,0-1451,0-1451,00-00000073,"Платье женское, черное с бежевым, из бархата и джерси, полуприлегающее",N,N,N,,CANDIDATE_MASTER
SKU-d0a273efd02c4704,0-1453,0-1453,00-00000005,"Блуза женская, черная, из трикотажа, приталенного силуэта с логотипом YANINA",N,N,N,,CANDIDATE_MASTER
SKU-a610d83dd2c671f6,0-1454,0-1454,00-00000021,"Свитшот женский, черный, из футера, с принтом YANINA удлиненный",N,N,N,,CANDIDATE_MASTER
SKU-b72ac7ad17ba3b77,0-1455,0-1455,00-00000079,"Брюки женские, черные, из стрейч бархата, с поясом ""рибана"" и отлетной деталью",N,N,N,,CANDIDATE_MASTER
SKU-4ffcf777f0913dcf,0-1456,0-1456,00-00000080,"Юбка женская, черная, из тафты, с крупными складками",N,N,N,,CANDIDATE_MASTER
SKU-8a27fcb959bca562,0-1457,0-1457,00-00000010,"Свитшот женский, черный, из футера, с принтом YANINA",N,N,N,,CANDIDATE_MASTER
SKU-ca32ffbb4963559f,0-1458,0-1458,00-00000029,"Рубашка женская, белая, из хлопка, свободного силуэта,удлененная",N,N,N,,CANDIDATE_MASTER
SKU-d9b7ff98131d3b7d,0-1459,0-1459,00-00000030,"Рубашка женская, черная, из хлопка, декорирована складками ""плиссе""",N,N,N,,CANDIDATE_MASTER
SKU-065579c71514b0e7,0-1460,0-1460,00-00000031,"Тренчкот женский, голубой, из хлопка, с контрастным декором",N,N,N,,CANDIDATE_MASTER
SKU-43b35c7f246494a6,0-1461,0-1461,00-00000032,Декоративный капюшон из черного хлопка Girls,N,N,N,,CANDIDATE_MASTER
SKU-e34988796cca6089,0-1462,0-1462,00-00000034,"Брюки женские, синие, из хлопка, с отделкой красным лампасом",N,N,N,,CANDIDATE_MASTER
SKU-c20d7bb872374914,0-1463,0-1463,00-00000058,Мягкая маска из хлопка цвета электрик Girls,N,N,N,,CANDIDATE_MASTER
SKU-949b65438a918d7e,0-1464,0-1464,00-00000035,"Свитшот женский, белый с черным, из футера, с декоративной деталью по рукаву",N,Y,N,11950.0,CANDIDATE_MASTER
SKU-535be0f76dab91d7,0-1465,0-1465,00-00000037,"Шорты женские, зеленые, из футера",N,N,N,,CANDIDATE_MASTER
SKU-451a3d50901eef64,0-1466,0-1466,00-00000038,"Футболка женская, черная, из трикотажа, с декоративной деталью рукава",N,N,N,,CANDIDATE_MASTER
SKU-cbb85e999b0d32fa,0-1467,0-1467,00-00000009,"Пальто-халат женское, черное, из бархата, укороченное, с поясом",N,N,N,,CANDIDATE_MASTER
SKU-e4a14c0c0122df64,0-1468,0-1468,00-00000039,"Пальто-халат женское, черное, из футера, с контрастным поясом, укороченное",N,N,N,,CANDIDATE_MASTER
SKU-cf6537c9fd0a2e16,0-1469,0-1469,00-00000040,"Свитшот женский, серый, из футера, с лампасом по рукаву",N,N,N,,CANDIDATE_MASTER
SKU-60e979c88a18496f,0-1470,0-1470,00-00000041,"Брюки женские, серые, из футера, с декором в виде цветка",N,N,N,,CANDIDATE_MASTER
SKU-92da9696e502f518,0-1471,0-1471,00-00000042,"Брюки-леггинсы женские, черные, из трикотажа",N,N,N,,CANDIDATE_MASTER
SKU-0ba7cddbb79bdd27,0-1472,0-1472,00-00000043,"Платье женское, черное, из крепового шелка, без рукавов",N,N,N,,CANDIDATE_MASTER
SKU-889ecc114191907e,0-1473,0-1473,00-00000044,"Комбинезон женский, черный, из джерси, с белой аппликацией в виде цветка",N,N,N,,CANDIDATE_MASTER
SKU-fc442a6e3c5156ca,0-1476,0-1476,00-00000081,"Куртка женская, черная, из бархата, с белой отделкой по рукаву и горловине",N,N,N,,CANDIDATE_MASTER
SKU-92f6e36b7ba7e1be,0-1477,0-1477,00-00000047,"Свитшот женский, черный, из футера, с капюшоном",N,N,N,,CANDIDATE_MASTER
SKU-70ae0cc5152235e7,0-1478,0-1478,00-00000048,"Брюки женские, черные, из футера, с синим лампасом",N,N,N,,CANDIDATE_MASTER
SKU-811480df53488adc,0-1479,0-1479,00-00000049,"Свитшот женский, черный, из футера, с белым лампасом по рукаву",N,N,N,,CANDIDATE_MASTER
SKU-9305d030d9439a11,0-1480,0-1480,00-00000052,"Платье женское, черное, из джерси, с коротким рукавом",N,N,N,,CANDIDATE_MASTER
SKU-2de42c3af69e2d1b,0-1481,0-1481,00-00000053,"Платье женское, черное с бежевым и синим, свободного силуэта",N,N,N,,CANDIDATE_MASTER
SKU-b539688e2f418186,0-1481A,0-1481А,00-00000432,"Платье женское, черное, из джерси, с декоративной вставкой по лифу",N,N,N,,CANDIDATE_MASTER
SKU-7a099620984eb682,0-1481B,0-1481В,00-00000433,"Платье женское, черное с бежевым и зеленым, из джерси с декором ""Цветок""",N,N,N,,CANDIDATE_MASTER
SKU-6329aa1ee9f21e85,0-1481C,0-1481С,00-00000434,"Платье женское, черное с бежевым, из джерси и бархата,приталенного силуэта",N,N,N,,CANDIDATE_MASTER
SKU-77dc083fc3c7b7e2,0-1482,0-1482,00-00000054,"Платье женское, черное с бежевым и синим, из трикотажа, приталенное",N,N,N,,CANDIDATE_MASTER
SKU-b9d7ce4127af584d,0-1483,0-1483,00-00000055,"Брюки женские, черные, из футера, с поясом ""рибана""",N,N,N,,CANDIDATE_MASTER
SKU-4e2a86cf9618dc8b,0-1484,0-1484,00-00000056,"Тренчкот женский, черный, из плащевой ткани, с контрастной отделкой",N,N,N,,CANDIDATE_MASTER
SKU-aa622c11b9f3f541,0-1485,0-1485,00-00000074,"Бейсболка женская, черная, из хлопка, с вуалеткой, декорированной пайетками Basic",N,N,N,,CANDIDATE_MASTER
SKU-1f820a151d7a5928,0-1486,0-1486,00-00000060,"Юбка женская, черная, из пайеточной ткани",Y,Y,Y,892896.0,CANDIDATE_MASTER
SKU-47931e155e499f55,0-1486A,0-1486А,00-00000312,"Юбка женская, черная, из пайеточной ткани, декорирована перьями страуса",N,N,N,,CANDIDATE_MASTER
SKU-7cf3783bb94995ad,0-1486C,0-1486С,00-00001758,"Юбка женская, черная, из пайеточной ткани, с декором ""Ласточки""",Y,N,N,,CANDIDATE_MASTER
SKU-c51e811b3598929e,0-1487,0-1487,00-00000246,"Юбка женская, темно-серая, из пайеточной ткани",Y,Y,Y,257566.0,CANDIDATE_MASTER
SKU-d2f7a450246e9b99,0-1487A,0-1487А,00-00001023,"Юбка женская, золотистая, из пайеточной ткани",N,Y,N,65341.0,CANDIDATE_MASTER
SKU-0df05237b7f34d28,0-1488,0-1488,00-00000968,"Платье женское, зеленое, из шифона, расшитым бисером",N,N,N,,CANDIDATE_MASTER
SKU-165b5164fafb5b6d,0-1491,0-1491,00-00000966,"Платье женское, серое, из кружевной ткани, с контрастной расшивкой по лифу",N,N,N,,CANDIDATE_MASTER
SKU-01af48ee256b4eb7,0-1492,0-1492,00-00000083,"Брошь из пайеток с добавлением бусин и страз, черная с белым Basic",N,N,N,,CANDIDATE_MASTER
SKU-8a44cebc17199dab,0-1494,0-1494,00-00000084,"Брошь из пайеток с добавлением бусин и страз, белая с черным Basic",N,Y,N,25500.0,CANDIDATE_MASTER
SKU-f1975793be4e602d,0-1495,0-1495,00-00000085,"Брошь из пайеток с добавлением бусин и страз, черная Basic",N,Y,N,25500.0,CANDIDATE_MASTER
SKU-0e51d275bf675a11,0-1496,0-1496,00-00000086,"Брошь из пайеток с добавлением бусин и страз, цвет белая слюда Basic",N,N,N,,CANDIDATE_MASTER
SKU-e097939237bfdb45,0-1497,0-1497,00-00000087,"Брошь из пайеток с добавлением бусин и страз, цвет ""лосось"" Basic",N,N,N,,CANDIDATE_MASTER
SKU-013e667709df1ffb,0-1498,0-1498,00-00000077,"Свитшот женский, белый, из футера, с черным лого YANINA",N,N,N,,CANDIDATE_MASTER
SKU-427af9d1df81779e,0-1499,0-1499,00-00000078,"Свитшот женский, черный, из футера, с черным лого YANINA",N,N,N,,CANDIDATE_MASTER
SKU-11496ad7b43b7ec2,0-1500,0-1500,00-00000075,"Бейсболка женская, черная, из хлопка, декорированная вуалеткой с аппликацией Girls",N,N,N,,CANDIDATE_MASTER
SKU-f6ab4241a2e81fde,0-1501,0-1501,00-00000051,"Брюки женские, зеленые, из футера, с поясом ""рибана""",N,N,N,,CANDIDATE_MASTER
SKU-9759d10b813f828e,0-1502,0-1502,00-00000082,"Юбка-баска женская, черная, из фатина, с мягкими складками",N,N,N,,CANDIDATE_MASTER
SKU-e1186900e54b5605,0-1503,0-1503,00-00000065,"Свитер женский, розовый, из хлопковой пряжи, с провязкой ""Whatsapp only""",N,N,N,,CANDIDATE_MASTER
SKU-6c9352a147c7a811,0-1504,0-1504,00-00000064,"Свитшот женский, черный, из бархата, с белым лампасом по рукаву",N,N,N,,CANDIDATE_MASTER
SKU-7eb49e909e15a44a,0-1505,0-1505,00-00000069,"Свитшот женский, розовый, из футера, с вышитым лого ""YANINA""",N,Y,N,17600.0,CANDIDATE_MASTER
SKU-56af7734f665d573,0-1506,0-1506,00-00000070,"Свитшот женский, белый, из футера, с вышитым лого ""YANINA""",N,Y,N,17600.0,CANDIDATE_MASTER
SKU-9ec97d30e5ac94c4,0-1507,0-1507,00-00000016,"Свитшот женский, черный, из футера, с вышитым лого YANINA",N,N,N,,CANDIDATE_MASTER
SKU-621051d348f6e6f6,0-1508,0-1508,00-00000017,"Футболка женская,черная, из трикотажа, с принтом лого YANINA",N,N,N,,CANDIDATE_MASTER
SKU-1ba6487a5720fdaf,0-1509,0-1509,00-00000018,"Футболка женская, розовая, из трикотажа, с принтом лого YANINA",N,N,N,,CANDIDATE_MASTER
SKU-912e604f68e26a53,0-1510,0-1510,00-00000019,"Футболка женская, белая, из трикотажа, с принтом лого YANINA",N,N,N,,CANDIDATE_MASTER
SKU-97340e073b68eb54,0-1511,0-1511,00-00000024,"Юбка женская, белая, из фатина, с вышивкой ""Yanina, love, joy""",N,Y,N,36365.0,CANDIDATE_MASTER
SKU-6948301c085fc5c5,0-1512,0-1512,00-00000076,"Свитер женский, розовый, из хлопковой пряжи, с провязкой MIMOSA O'CLOK",N,N,N,,CANDIDATE_MASTER
SKU-0dff264684e34ea1,0-1513,0-1513,00-00000090,"Свитер женский, черный, из хлопковой пряжи, с провязкой ""Whatsapp only""",N,N,N,,CANDIDATE_MASTER
